area_id,campaign,name_fr,name_en,name_source,name_strref,name_confidence,location_group,accessible_from,resolution_x1,resolution_x1_mpx,split_seedvr,map_variants_count,workload_mpx,workload_done_mpx,x1_tuiles_principales,x1_tuiles_secondaires,runs,build,status,has_night_variant,x1_tuiles_principales_nuit,x1_tuiles_secondaires_nuit,runs_nuit,build_nuit,status_nuit,spline_fit_1_0,notes
AR1303,SoA,,De'Arnise Keep 2nd Floor (Destroyed),BGEE.LUA-cheatAreas,AR1303,confirmed,,AR1300;AR1301;AR1302,40x30 tuiles (2560x1920px),4.92,4 - --split-grid 2 2,2,9.84,9.84,yes,yes,seedvr2-7b-x4-grid-2x2,yes,validated-installed,no,,,,,,,"2e etage (detruit) du donjon de la Forteresse de'Arnise - SeedVR2 7B/LAB x4, grille 2x2 (quatre morceaux); primaire et secondaire inferees; 821 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 38.57 dB; couture maximale 2.74 sigma; injection SHA validee (0 divergence, 18 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR1304,SoA,Forteresse de'Arnise,de'Arnise Hold,WORLDMAP,39973,official,,worldmap,80x60 tuiles (5120x3840px),19.66,10 - --split-grid 2 5,2,39.32,39.32,yes,yes,seedvr2-7b-x4-grid-2x5,yes,validated-installed,no,,,,,,,"Forteresse de'Arnise (variante accessible depuis la worldmap) - SeedVR2 7B/LAB x4, grille 2x5 (dix morceaux); primaire et secondaire inferees; 4919 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 32.30 dB (coherent avec AR1300, meme style de donjon en pierre); injection SHA validee (0 divergence, 102 fichiers); QA jeu en attente. QA en jeu validee par l'utilisateur le 2026-08-19."
AR1400,SoA,Ruines du temple,Temple Ruins,WORLDMAP,39972,official,,AR1401;AR1402;AR1403,80x38 tuiles (5120x2432px),12.45,8 - --split-grid 2 4,2,24.90,24.90,yes,yes,seedvr2-7b-int8-lab-grid-2x4-x4-jour,yes,validated-installed,yes,yes,yes,seedvr2-7b-int8-lab-grid-2x4-x4-nuit,yes,validated-installed,,"Lot windspear-druid (traitement de masse 2026-08-26, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x4-x4-jour); 0 hors limites; PSNR 35.10 dB; build dans maps/AR1400/runs/seedvr2-7b-int8-lab-grid-2x4-x4-jour/05_build/. NON injecte dans override : build present uniquement dans maps/AR1400/runs/seedvr2-7b-int8-lab-grid-2x4-x4-jour/05_build/. A verifier visuellement (hors jeu ou QA in-game) avant validation. Variante nuit : SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x4-x4-nuit); 0 hors limites; PSNR 38.47 dB; build dans maps/AR1400/runs/seedvr2-7b-int8-lab-grid-2x4-x4-nuit/05_build/. NON injectee non plus, meme statut en attente. Injection en override effectuee le 2026-08-26 : copie TIS+PVRZ du build, 0 divergence SHA-256 (35 fichiers, jour+nuit), aucun overlay partage touche. En attente de verification visuelle par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-26 (lots Windspear-Druid/OH-companions)."
AR1401,SoA,,Shadow Temple,BGEE.LUA-cheatAreas,AR1401,confirmed,,AR1400;AR1402;AR1404,51x39 tuiles (3264x2496px),8.15,6 - --split-grid 2 3,2,16.30,16.30,yes,yes,seedvr2-7b-int8-lab-grid-2x3-x4,yes,validated-installed,no,,,,,,,"Lot windspear-druid (traitement de masse 2026-08-26, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x3-x4); 0 hors limites; PSNR 42.56 dB; build dans maps/AR1401/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. Eau detectee : overlay(s) WTLAVA, WTLAVB, WTLAVC, WTLAVD, flags --transparent-full-water-base --soften-water-contours. NON injecte dans override : build present uniquement dans maps/AR1401/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. A verifier visuellement (hors jeu ou QA in-game) avant validation. Injection en override effectuee le 2026-08-26 : copie TIS+PVRZ du build, 0 divergence SHA-256 (35 fichiers, jour+nuit), aucun overlay partage touche. En attente de verification visuelle par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-26 (lots Windspear-Druid/OH-companions)."
AR1402,SoA,,Shadow Dragon Hideout,BGEE.LUA-cheatAreas,AR1402,confirmed,,AR1400;AR1401;AR1404,38x31 tuiles (2432x1984px),4.83,4 - --split-grid 2 2,1,4.83,4.83,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4,yes,validated-installed,no,,,,,,,"Lot windspear-druid (traitement de masse 2026-08-26, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x2-x4); 0 hors limites; PSNR 39.32 dB; build dans maps/AR1402/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. NON injecte dans override : build present uniquement dans maps/AR1402/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. A verifier visuellement (hors jeu ou QA in-game) avant validation. Injection en override effectuee le 2026-08-26 : copie TIS+PVRZ du build, 0 divergence SHA-256 (35 fichiers, jour+nuit), aucun overlay partage touche. En attente de verification visuelle par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-26 (lots Windspear-Druid/OH-companions)."
AR1403,SoA,,Wolfwere Hideout,BGEE.LUA-cheatAreas,AR1403,confirmed,,AR1400;AR1404,20x15 tuiles (1280x960px),1.23,1 - direct,2,2.46,2.46,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot windspear-druid (traitement de masse 2026-08-26, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 hors limites; PSNR 38.56 dB; build dans maps/AR1403/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Eau detectee : overlay(s) WTSWAM, flags --transparent-full-water-base --soften-water-contours. NON injecte dans override : build present uniquement dans maps/AR1403/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. A verifier visuellement (hors jeu ou QA in-game) avant validation. Injection en override effectuee le 2026-08-26 : copie TIS+PVRZ du build, 0 divergence SHA-256 (35 fichiers, jour+nuit), aucun overlay partage touche. En attente de verification visuelle par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-26 (lots Windspear-Druid/OH-companions). Defaut non bloquant signale en QA : tuiles d'eau visibles en pause (meme famille que AR0300/AR0204/AR0900, cf. pipeline/PROBLEMES_A_RESOUDRE.md)."
AR1404,SoA,Ruines du temple,Temple Ruins,WORLDMAP,39972,official,,AR1401;AR1402;AR1403,80x38 tuiles (5120x2432px),12.45,8 - --split-grid 2 4,2,24.90,24.90,yes,yes,seedvr2-7b-int8-lab-grid-2x4-x4,yes,validated-installed,no,,,,,,,"Lot windspear-druid (traitement de masse 2026-08-26, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x4-x4); 0 hors limites; PSNR 38.47 dB; build dans maps/AR1404/runs/seedvr2-7b-int8-lab-grid-2x4-x4/05_build/. NON injecte dans override : build present uniquement dans maps/AR1404/runs/seedvr2-7b-int8-lab-grid-2x4-x4/05_build/. A verifier visuellement (hors jeu ou QA in-game) avant validation. Injection en override effectuee le 2026-08-26 : copie TIS+PVRZ du build, 0 divergence SHA-256 (35 fichiers, jour+nuit), aucun overlay partage touche. En attente de verification visuelle par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-26 (lots Windspear-Druid/OH-companions)."
AR1500,SoA,L'asile,The Asylum,WORLDMAP,61426,official,,AR1515;AR1600,36x52 tuiles (2304x3328px),7.67,6 - --split-grid 2 3,2,15.34,15.34,yes,yes,seedvr2-7b-int8-lab-grid-2x3-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x3-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT5 (45 page(s) 2048x2048); PSNR 35.59 dB; build dans maps/AR1500/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. Eau detectee (audit_water_area.py) : overlay(s) WTSWAM, flags --transparent-full-water-base --soften-water-contours. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1500/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold). Defaut non bloquant signale en QA : contours d'eau (rive) pas encore upscales, a traiter (cf. pipeline/PROBLEMES_A_RESOUDRE.md)."
AR1501,SoA,,Cave (Spellhold Test),BGEE.LUA-cheatAreas,AR1501,confirmed,,,22x17 tuiles (1408x1088px),1.53,1 - direct,1,1.53,1.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (6 page(s) 2048x2048); PSNR 38.81 dB; build dans maps/AR1501/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1501/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1502,SoA,,Fire Room (Spellhold Test),BGEE.LUA-cheatAreas,AR1502,confirmed,,,26x20 tuiles (1664x1280px),2.13,2 - --split-rows,1,2.13,2.13,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-split-rows-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (7 page(s) 2048x2048); PSNR 37.25 dB; build dans maps/AR1502/runs/seedvr2-7b-int8-lab-split-rows-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1502/runs/seedvr2-7b-int8-lab-split-rows-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1503,SoA,,Spore Room (Spellhold Test),BGEE.LUA-cheatAreas,AR1503,confirmed,,,20x19 tuiles (1280x1216px),1.56,1 - direct,1,1.56,1.56,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (6 page(s) 2048x2048); PSNR 39.78 dB; build dans maps/AR1503/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1503/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1504,SoA,,Crushing Trap Room (Spellhold Test),BGEE.LUA-cheatAreas,AR1504,confirmed,,,14x10 tuiles (896x640px),0.57,1 - direct,2,1.14,1.14,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (4 page(s) 2048x2048); PSNR 34.70 dB; build dans maps/AR1504/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1504/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1505,SoA,,Lever Room (Spellhold Test),BGEE.LUA-cheatAreas,AR1505,confirmed,,,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (2 page(s) 2048x2048); PSNR 41.00 dB; build dans maps/AR1505/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1505/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1506,SoA,,Troll Cave (Spellhold Test),BGEE.LUA-cheatAreas,AR1506,confirmed,,,33x27 tuiles (2112x1728px),3.65,4 - --split-grid 2 2,1,3.65,3.65,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x2-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (12 page(s) 2048x2048); PSNR 40.73 dB; build dans maps/AR1506/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1506/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1507,SoA,,Kobold Room (Spellhold Test),BGEE.LUA-cheatAreas,AR1507,confirmed,,AR1514,21x20 tuiles (1344x1280px),1.72,1 - direct,1,1.72,1.72,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (5 page(s) 2048x2048); PSNR 40.89 dB; build dans maps/AR1507/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1507/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1508,SoA,,Final Judgement Spellhold Test,BGEE.LUA-cheatAreas,AR1508,confirmed,,,18x15 tuiles (1152x960px),1.11,1 - direct,1,1.11,1.11,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (4 page(s) 2048x2048); PSNR 36.59 dB; build dans maps/AR1508/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1508/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1509,SoA,,Myconid Room (Spellhold Test),BGEE.LUA-cheatAreas,AR1509,confirmed,,,21x14 tuiles (1344x896px),1.20,1 - direct,1,1.20,1.20,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (5 page(s) 2048x2048); PSNR 40.88 dB; build dans maps/AR1509/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1509/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1510,SoA,,Sahuagin Room (Spellhold Test),BGEE.LUA-cheatAreas,AR1510,confirmed,,,14x22 tuiles (896x1408px),1.26,1 - direct,1,1.26,1.26,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (4 page(s) 2048x2048); PSNR 37.63 dB; build dans maps/AR1510/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1510/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1511,SoA,,Elven Table while Spellhold Test,BGEE.LUA-cheatAreas,AR1511,confirmed,,,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (2 page(s) 2048x2048); PSNR 39.45 dB; build dans maps/AR1511/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1511/runs/seedvr2-7b-int8-lab-direct-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1512,SoA,,Bodhi's Hunt Level 1,BGEE.LUA-cheatAreas,AR1512,confirmed,,AR1513;AR1514,45x38 tuiles (2880x2432px),7.00,4 - --split-grid 2 2,2,14.00,14.00,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x2-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (21 page(s) 2048x2048); PSNR 40.33 dB; build dans maps/AR1512/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1512/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1513,SoA,,Bodhi's Hunt Level 2,BGEE.LUA-cheatAreas,AR1513,confirmed,,AR1512,52x38 tuiles (3328x2432px),8.09,6 - --split-grid 2 3,2,16.18,16.18,yes,yes,seedvr2-7b-int8-lab-grid-2x3-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x3-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (21 page(s) 2048x2048); PSNR 40.80 dB; build dans maps/AR1513/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1513/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1514,SoA,,Bodhi's Hunt Level 3 (1st Slayer Change Happens here),BGEE.LUA-cheatAreas,AR1514,confirmed,,AR1507;AR1512,44x32 tuiles (2816x2048px),5.77,4 - --split-grid 2 2,2,11.54,11.54,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x2-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (21 page(s) 2048x2048); PSNR 39.53 dB; build dans maps/AR1514/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1514/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1515,SoA,,Spellhold (Irenicus's Living Room),BGEE.LUA-cheatAreas,AR1515,confirmed,,AR1500;AR1516,31x25 tuiles (1984x1600px),3.17,2 - --split-rows,2,6.34,6.34,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-split-rows-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (10 page(s) 2048x2048); PSNR 39.17 dB; build dans maps/AR1515/runs/seedvr2-7b-int8-lab-split-rows-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1515/runs/seedvr2-7b-int8-lab-split-rows-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1516,SoA,,Spellhold (Soultheft Level),BGEE.LUA-cheatAreas,AR1516,confirmed,,AR1508;AR1515,35x28 tuiles (2240x1792px),4.01,4 - --split-grid 2 2,2,8.02,8.02,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4,yes,validated-installed,no,,,,,,,"Lot spellhold (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x2-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT1 (14 page(s) 2048x2048); PSNR 40.77 dB; build dans maps/AR1516/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1516/runs/seedvr2-7b-int8-lab-grid-2x2-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Spellhold)."
AR1600,SoA,Brynnlaw,Brynnlaw,WORLDMAP,466,official,,AR1500;AR1601;AR1602;AR1603;AR1604;AR1605;AR1606;AR1611,56x47 tuiles (3584x3008px),10.78,6 - --split-grid 2 3,2,21.56,21.56,yes,yes,seedvr2-7b-int8-lab-grid-2x3-x4,yes,validated-installed,no,,,,,,,"Lot brynnlaw (traitement de masse 2026-08-25, run_lot_batch.py) - SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x3-x4); 0 tuile(s) reechantillonnee(s), 0 hors limites; format DXT5 (64 page(s) 2048x2048); PSNR 34.20 dB; build dans maps/AR1600/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. Eau detectee (audit_water_area.py) : overlay(s) WTLAKE, flags --transparent-full-water-base --soften-water-contours. NON injecte dans override (consigne utilisateur) : build present uniquement dans maps/AR1600/runs/seedvr2-7b-int8-lab-grid-2x3-x4/05_build/. Injection + QA en jeu a faire avant validation ; ne pas marquer validated-installed sans cette etape. Injection en override effectuee le 2026-08-25 : copie TIS+PVRZ du build, 0 divergence SHA-256, aucun overlay partage touche. En attente de QA en jeu par l'utilisateur avant validated-installed. QA en jeu validee par l'utilisateur le 2026-08-25 (lot Brynnlaw). Defaut non bloquant signale en QA : contours d'eau (rive) pas encore upscales, a traiter (cf. pipeline/PROBLEMES_A_RESOUDRE.md)."
