area_id,occurrence_index,instance_name,resource_resref,resource_kind,x,y,cell_x,cell_y,sequence,initial_frame,flags_hex,palette_mode,palette_resref
OH5300,4,Animation 1,FIRE_4,BAM,695,939,10,14,0,0,0x00001023,embedded,
OH5300,5,Animation 1,FIRE_4,BAM,840,1208,13,18,0,0,0x00001023,embedded,
OH5300,6,Animation 1,FIRE_4,BAM,1294,1223,20,19,0,0,0x00001023,embedded,
OH5300,7,Animation 1,FIRE_4,BAM,1532,1053,23,16,0,0,0x00001023,embedded,
OH6100,0,Torch,FIRE_4,BAM,1214,460,18,7,0,0,0x00001043,embedded,
OH6100,1,Torch,FIRE_4,BAM,1267,666,19,10,0,0,0x00001043,embedded,
OH6100,2,Torch,FIRE_4,BAM,1520,907,23,14,0,0,0x00001043,embedded,
OH6100,3,Torch,FIRE_4,BAM,1409,1176,22,18,0,0,0x00001043,embedded,
OH6100,4,Torch,FIRE_4,BAM,1858,922,29,14,0,0,0x00001043,embedded,
OH6100,5,Torch,FIRE_4,BAM,1150,911,17,14,0,0,0x00001043,embedded,
OH6100,6,Torch,FIRE_4,BAM,839,834,13,13,0,0,0x00001043,embedded,
OH6100,7,Torch,FIRE_4,BAM,972,570,15,8,0,0,0x00001043,embedded,
OH6100,8,Torch,FIRE_4,BAM,1644,505,25,7,0,0,0x00001043,embedded,
OH6200,0,Animation 1,FIRE_4,BAM,1214,460,18,7,0,0,0x00001043,embedded,
OH6200,1,Animation 1,FIRE_4,BAM,1267,666,19,10,0,0,0x00001043,embedded,
OH6200,2,Animation 1,FIRE_4,BAM,1520,907,23,14,0,0,0x00001043,embedded,
OH6200,3,Animation 1,FIRE_4,BAM,1409,1176,22,18,0,0,0x00001043,embedded,
OH6200,4,Animation 1,FIRE_4,BAM,1858,922,29,14,0,0,0x00001043,embedded,
OH6200,5,Animation 1,FIRE_4,BAM,1150,911,17,14,0,0,0x00001043,embedded,
OH6200,6,Animation 1,FIRE_4,BAM,839,834,13,13,0,0,0x00001043,embedded,
OH6200,7,Animation 1,FIRE_4,BAM,972,570,15,8,0,0,0x00001043,embedded,
OH6200,8,Animation 1,FIRE_4,BAM,1644,505,25,7,0,0,0x00001043,embedded,
OH6450,0,Animation 1,FIRE_4,BAM,1405,414,21,6,0,0,0x00001063,embedded,
OH6450,1,Animation 1,FIRE_4,BAM,1585,491,24,7,0,0,0x00001063,embedded,
OH6450,2,Animation 1,FIRE_4,BAM,1873,752,29,11,0,0,0x00001023,embedded,
OH6450,3,Animation 1,FIRE_4,BAM,1505,1086,23,16,0,0,0x00001063,embedded,
OH6450,4,Animation 1,FIRE_4,BAM,1042,1068,16,16,0,0,0x00001063,embedded,
OH6450,5,Animation 1,FIRE_4,BAM,999,726,15,11,0,0,0x00001063,embedded,
OH6450,6,Animation 1,FIRE_4,BAM,913,550,14,8,0,0,0x00001063,embedded,
OH6450,7,Animation 1,FIRE_4,BAM,1080,664,16,10,0,0,0x00001063,embedded,
OH6450,8,Animation 1,FIRE_4,BAM,1474,643,23,10,0,0,0x00001063,embedded,
OH6450,9,Animation 1,FIRE_4,BAM,1559,704,24,11,0,0,0x00001063,embedded,
OH6450,10,Animation 1,FIRE_4,BAM,631,534,9,8,0,0,0x00001023,embedded,
OH6450,11,Animation 1,FIRE_4,BAM,538,723,8,11,0,0,0x00001063,embedded,
OH6450,12,Animation 1,FIRE_4,BAM,580,972,9,15,0,0,0x00001063,embedded,
OH6450,13,Animation 1,FIRE_4,BAM,1162,1308,18,20,0,0,0x00001063,embedded,
OH6450,14,Animation 1,FIRE_4,BAM,1898,1058,29,16,0,0,0x00001023,embedded,
OH6450,15,Animation 1,FIRE_4,BAM,2000,837,31,13,0,0,0x00001063,embedded,
OH6450,16,Animation 1,FIRE_4,BAM,1961,617,30,9,0,0,0x00001063,embedded,
OH6450,17,Animation 1,FIRE_4,BAM,1588,1023,24,15,0,0,0x00001063,embedded,
OH6450,18,Animation 1,FIRE_4,BAM,685,1016,10,15,0,0,0x00001063,embedded,
OH6460,0,Animation 1,FIRE_4,BAM,1389,720,21,11,0,0,0x00001263,embedded,
OH6460,1,Animation 1,FIRE_4,BAM,1757,1080,27,16,0,0,0x00001263,embedded,
OH6460,2,Animation 1,FIRE_4,BAM,2193,772,34,12,0,0,0x00001263,embedded,
OH6460,3,Animation 1,FIRE_4,BAM,2356,657,36,10,0,0,0x00001263,embedded,
OH6460,4,Animation 1,FIRE_4,BAM,1323,1386,20,21,0,0,0x00001263,embedded,
OH6460,5,Animation 1,FIRE_4,BAM,1041,1696,16,26,0,0,0x00001263,embedded,
OH6460,6,Animation 1,FIRE_4,BAM,594,2011,9,31,0,0,0x00001263,embedded,
OH6460,7,Animation 1,FIRE_4,BAM,167,2312,2,36,0,0,0x00001263,embedded,
OH6460,8,Animation 1,FIRE_4,BAM,468,2462,7,38,0,0,0x00001263,embedded,
OH6460,9,Animation 1,FIRE_4,BAM,461,2702,7,42,0,0,0x00001263,embedded,
OH6460,10,Animation 1,FIRE_4,BAM,103,2641,1,41,0,0,0x00001263,embedded,
OH6460,11,Animation 1,FIRE_4,BAM,700,2626,10,41,0,0,0x00001263,embedded,
OH6460,12,Animation 1,FIRE_4,BAM,842,2729,13,42,0,0,0x00001263,embedded,
OH6460,13,Animation 1,FIRE_4,BAM,862,2929,13,45,0,0,0x00001263,embedded,
OH6460,14,Animation 1,FIRE_4,BAM,1021,2814,15,43,0,0,0x00001263,embedded,
OH6460,15,Animation 1,FIRE_4,BAM,1166,2713,18,42,0,0,0x00001263,embedded,
OH6460,16,Animation 1,FIRE_4,BAM,1598,2961,24,46,0,0,0x00001263,embedded,
OH6460,17,Animation 1,FIRE_4,BAM,2283,3320,35,51,0,0,0x00001263,embedded,
OH6460,18,Animation 1,FIRE_4,BAM,2376,3254,37,50,0,0,0x00001263,embedded,
OH6460,19,Animation 1,FIRE_4,BAM,2648,3060,41,47,0,0,0x00001263,embedded,
OH6460,20,Animation 1,FIRE_4,BAM,2740,2996,42,46,0,0,0x00001263,embedded,
OH6460,21,Animation 1,FIRE_4,BAM,3081,2844,48,44,0,0,0x00001263,embedded,
OH6460,22,Animation 1,FIRE_4,BAM,3284,3148,51,49,0,0,0x00001263,embedded,
OH6460,23,Animation 1,FIRE_4,BAM,3400,3003,53,46,0,0,0x00001263,embedded,
OH6460,24,Animation 1,FIRE_4,BAM,3627,2870,56,44,0,0,0x00001263,embedded,
OH6460,25,Animation 1,FIRE_4,BAM,3815,2824,59,44,0,0,0x00001263,embedded,
OH6460,26,Animation 1,FIRE_4,BAM,4029,2818,62,44,0,0,0x00001263,embedded,
OH6460,27,Animation 1,FIRE_4,BAM,4233,2859,66,44,0,0,0x00001263,embedded,
OH6460,28,Animation 1,FIRE_4,BAM,4321,2888,67,45,0,0,0x00001263,embedded,
OH6460,29,Animation 1,FIRE_4,BAM,4486,2987,70,46,0,0,0x00001263,embedded,
OH6460,30,Animation 1,FIRE_4,BAM,4641,2955,72,46,0,0,0x00001263,embedded,
OH6460,31,Animation 1,FIRE_4,BAM,4787,2903,74,45,0,0,0x00001263,embedded,
OH6460,32,Animation 1,FIRE_4,BAM,4920,2858,76,44,0,0,0x00001263,embedded,
OH6460,33,Animation 1,FIRE_4,BAM,5069,2809,79,43,0,0,0x00001263,embedded,
OH6460,34,Animation 1,FIRE_4,BAM,4654,3247,72,50,0,0,0x00001263,embedded,
OH6460,35,Animation 1,FIRE_4,BAM,4655,3400,72,53,0,0,0x00001223,embedded,
OH6460,36,Animation 1,FIRE_4,BAM,4202,3244,65,50,0,0,0x00001263,embedded,
OH6460,37,Animation 1,FIRE_4,BAM,3714,3240,58,50,0,0,0x00001263,embedded,
OH6460,38,Animation 1,FIRE_4,BAM,3905,2485,61,38,0,0,0x00001263,embedded,
OH6460,39,Animation 1,FIRE_4,BAM,3389,2732,52,42,0,0,0x00001263,embedded,
OH6460,40,Animation 1,FIRE_4,BAM,3321,1885,51,29,0,0,0x00001263,embedded,
OH6460,41,Animation 1,FIRE_4,BAM,3170,1779,49,27,0,0,0x00001263,embedded,
OH6460,42,Animation 1,FIRE_4,BAM,3015,1669,47,26,0,0,0x00001263,embedded,
OH6460,43,Animation 1,FIRE_4,BAM,2677,1547,41,24,0,0,0x00001263,embedded,
OH6460,44,Animation 1,FIRE_4,BAM,2577,1617,40,25,0,0,0x00001263,embedded,
OH6460,45,Animation 1,FIRE_4,BAM,2452,1706,38,26,0,0,0x00001263,embedded,
OH6460,46,Animation 1,FIRE_4,BAM,2352,1777,36,27,0,0,0x00001263,embedded,
OH6460,47,Animation 1,FIRE_4,BAM,1941,1783,30,27,0,0,0x00001263,embedded,
OH6460,48,Animation 1,FIRE_4,BAM,1614,2068,25,32,0,0,0x00001263,embedded,
OH6460,49,Animation 1,FIRE_4,BAM,1812,1397,28,21,0,0,0x00001263,embedded,
OH6460,50,Animation 1,FIRE_4,BAM,2052,1229,32,19,0,0,0x00001263,embedded,
OH6460,51,Animation 1,FIRE_4,BAM,2253,1086,35,16,0,0,0x00001263,embedded,
OH6460,52,Animation 1,FIRE_4,BAM,2533,1098,39,17,0,0,0x00001263,embedded,
OH6460,53,Animation 1,FIRE_4,BAM,2784,1273,43,19,0,0,0x00001263,embedded,
OH6460,54,Animation 1,FIRE_4,BAM,3022,1357,47,21,0,0,0x00001263,embedded,
OH6460,55,Animation 1,FIRE_4,BAM,3255,1522,50,23,0,0,0x00001263,embedded,
OH6460,56,Animation 1,FIRE_4,BAM,3494,1690,54,26,0,0,0x00001263,embedded,
OH6460,57,Animation 1,FIRE_4,BAM,3421,1637,53,25,0,0,0x00001263,embedded,
OH6460,58,Animation 1,FIRE_4,BAM,3586,1159,56,18,0,0,0x00001263,embedded,
OH6460,59,Animation 1,FIRE_4,BAM,3935,774,61,12,0,0,0x00001263,embedded,
OH6460,60,Animation 1,FIRE_4,BAM,3651,828,57,12,0,0,0x00001263,embedded,
OH6460,61,Animation 1,FIRE_4,BAM,3879,548,60,8,0,0,0x00001263,embedded,
OH6460,62,Animation 1,FIRE_4,BAM,3787,449,59,7,0,0,0x00001263,embedded,
OH6460,63,Animation 1,FIRE_4,BAM,3572,292,55,4,0,0,0x00001263,embedded,
OH6460,64,Animation 1,FIRE_4,BAM,3433,222,53,3,0,0,0x00001263,embedded,
OH6460,65,Animation 1,FIRE_4,BAM,3050,130,47,2,0,0,0x00001263,embedded,
OH6460,66,Animation 1,FIRE_4,BAM,2690,124,42,1,0,0,0x00001263,embedded,
OH6460,67,Animation 1,FIRE_4,BAM,2059,329,32,5,0,0,0x00001263,embedded,
OH6460,68,Animation 1,FIRE_4,BAM,2079,611,32,9,0,0,0x00001263,embedded,
OH6460,69,Animation 1,FIRE_4,BAM,2079,611,32,9,0,0,0x00001263,embedded,
OH6460,70,Animation 1,FIRE_4,BAM,1557,836,24,13,0,0,0x00001263,embedded,
OH6460,71,Animation 1,FIRE_4,BAM,1104,1957,17,30,0,0,0x00001263,embedded,
OH6460,72,Animation 1,FIRE_4,BAM,825,2154,12,33,0,0,0x00001263,embedded,
OH6460,73,Animation 1,FIRE_4,BAM,612,2302,9,35,0,0,0x00001263,embedded,
OH6460,74,Animation 1,FIRE_4,BAM,1448,2528,22,39,0,0,0x00001263,embedded,
OH6460,75,Animation 1,FIRE_4,BAM,1625,2403,25,37,0,0,0x00001263,embedded,
OH6460,76,Animation 1,FIRE_4,BAM,2008,2348,31,36,0,0,0x00001263,embedded,
OH6460,77,Animation 1,FIRE_4,BAM,2164,2459,33,38,0,0,0x00001263,embedded,
OH6460,78,Animation 1,FIRE_4,BAM,2309,2559,36,39,0,0,0x00001263,embedded,
OH6460,79,Animation 1,FIRE_4,BAM,1892,478,29,7,0,0,0x00001263,embedded,
OH8100,0,Animation 1,FIRE_4,BAM,1389,720,21,11,0,0,0x00001263,embedded,
OH8100,1,Animation 1,FIRE_4,BAM,1757,1080,27,16,0,0,0x00001263,embedded,
OH8100,2,Animation 1,FIRE_4,BAM,2193,772,34,12,0,0,0x00001263,embedded,
OH8100,3,Animation 1,FIRE_4,BAM,2356,657,36,10,0,0,0x00001263,embedded,
OH8100,4,Animation 1,FIRE_4,BAM,1323,1386,20,21,0,0,0x00001263,embedded,
OH8100,5,Animation 1,FIRE_4,BAM,1041,1696,16,26,0,0,0x00001263,embedded,
OH8100,6,Animation 1,FIRE_4,BAM,594,2011,9,31,0,0,0x00001263,embedded,
OH8100,7,Animation 1,FIRE_4,BAM,167,2312,2,36,0,0,0x00001263,embedded,
OH8100,8,Animation 1,FIRE_4,BAM,468,2462,7,38,0,0,0x00001263,embedded,
OH8100,9,Animation 1,FIRE_4,BAM,461,2702,7,42,0,0,0x00001263,embedded,
OH8100,10,Animation 1,FIRE_4,BAM,103,2641,1,41,0,0,0x00001263,embedded,
OH8100,11,Animation 1,FIRE_4,BAM,700,2626,10,41,0,0,0x00001263,embedded,
OH8100,12,Animation 1,FIRE_4,BAM,842,2729,13,42,0,0,0x00001263,embedded,
OH8100,13,Animation 1,FIRE_4,BAM,862,2929,13,45,0,0,0x00001263,embedded,
OH8100,14,Animation 1,FIRE_4,BAM,1021,2814,15,43,0,0,0x00001263,embedded,
OH8100,15,Animation 1,FIRE_4,BAM,1166,2713,18,42,0,0,0x00001263,embedded,
OH8100,16,Animation 1,FIRE_4,BAM,1598,2961,24,46,0,0,0x00001263,embedded,
OH8100,17,Animation 1,FIRE_4,BAM,2283,3320,35,51,0,0,0x00001263,embedded,
OH8100,18,Animation 1,FIRE_4,BAM,2376,3254,37,50,0,0,0x00001263,embedded,
OH8100,19,Animation 1,FIRE_4,BAM,2648,3060,41,47,0,0,0x00001263,embedded,
OH8100,20,Animation 1,FIRE_4,BAM,2740,2996,42,46,0,0,0x00001263,embedded,
OH8100,21,Animation 1,FIRE_4,BAM,3081,2844,48,44,0,0,0x00001263,embedded,
OH8100,22,Animation 1,FIRE_4,BAM,3284,3148,51,49,0,0,0x00001263,embedded,
OH8100,23,Animation 1,FIRE_4,BAM,3400,3003,53,46,0,0,0x00001263,embedded,
OH8100,24,Animation 1,FIRE_4,BAM,3627,2870,56,44,0,0,0x00001263,embedded,
OH8100,25,Animation 1,FIRE_4,BAM,3815,2824,59,44,0,0,0x00001263,embedded,
OH8100,26,Animation 1,FIRE_4,BAM,4029,2818,62,44,0,0,0x00001263,embedded,
OH8100,27,Animation 1,FIRE_4,BAM,4233,2859,66,44,0,0,0x00001263,embedded,
OH8100,28,Animation 1,FIRE_4,BAM,4321,2888,67,45,0,0,0x00001263,embedded,
OH8100,29,Animation 1,FIRE_4,BAM,4486,2987,70,46,0,0,0x00001263,embedded,
OH8100,30,Animation 1,FIRE_4,BAM,4641,2955,72,46,0,0,0x00001263,embedded,
OH8100,31,Animation 1,FIRE_4,BAM,4787,2903,74,45,0,0,0x00001263,embedded,
OH8100,32,Animation 1,FIRE_4,BAM,4920,2858,76,44,0,0,0x00001263,embedded,
OH8100,33,Animation 1,FIRE_4,BAM,5069,2809,79,43,0,0,0x00001263,embedded,
OH8100,34,Animation 1,FIRE_4,BAM,4654,3247,72,50,0,0,0x00001263,embedded,
OH8100,35,Animation 1,FIRE_4,BAM,4655,3400,72,53,0,0,0x00001223,embedded,
OH8100,36,Animation 1,FIRE_4,BAM,4202,3244,65,50,0,0,0x00001263,embedded,
OH8100,37,Animation 1,FIRE_4,BAM,3714,3240,58,50,0,0,0x00001263,embedded,
OH8100,38,Animation 1,FIRE_4,BAM,3905,2485,61,38,0,0,0x00001263,embedded,
OH8100,39,Animation 1,FIRE_4,BAM,3389,2732,52,42,0,0,0x00001263,embedded,
OH8100,40,Animation 1,FIRE_4,BAM,3321,1885,51,29,0,0,0x00001263,embedded,
OH8100,41,Animation 1,FIRE_4,BAM,3170,1779,49,27,0,0,0x00001263,embedded,
OH8100,42,Animation 1,FIRE_4,BAM,3015,1669,47,26,0,0,0x00001263,embedded,
OH8100,43,Animation 1,FIRE_4,BAM,2677,1547,41,24,0,0,0x00001263,embedded,
OH8100,44,Animation 1,FIRE_4,BAM,2577,1617,40,25,0,0,0x00001263,embedded,
OH8100,45,Animation 1,FIRE_4,BAM,2452,1706,38,26,0,0,0x00001263,embedded,
OH8100,46,Animation 1,FIRE_4,BAM,2352,1777,36,27,0,0,0x00001263,embedded,
OH8100,47,Animation 1,FIRE_4,BAM,1941,1783,30,27,0,0,0x00001263,embedded,
OH8100,48,Animation 1,FIRE_4,BAM,1614,2068,25,32,0,0,0x00001263,embedded,
OH8100,49,Animation 1,FIRE_4,BAM,1812,1397,28,21,0,0,0x00001263,embedded,
OH8100,50,Animation 1,FIRE_4,BAM,2052,1229,32,19,0,0,0x00001263,embedded,
OH8100,51,Animation 1,FIRE_4,BAM,2253,1086,35,16,0,0,0x00001263,embedded,
OH8100,52,Animation 1,FIRE_4,BAM,2533,1098,39,17,0,0,0x00001263,embedded,
OH8100,53,Animation 1,FIRE_4,BAM,2784,1273,43,19,0,0,0x00001263,embedded,
OH8100,54,Animation 1,FIRE_4,BAM,3022,1357,47,21,0,0,0x00001263,embedded,
OH8100,55,Animation 1,FIRE_4,BAM,3255,1522,50,23,0,0,0x00001263,embedded,
OH8100,56,Animation 1,FIRE_4,BAM,3494,1690,54,26,0,0,0x00001263,embedded,
OH8100,57,Animation 1,FIRE_4,BAM,3421,1637,53,25,0,0,0x00001263,embedded,
OH8100,58,Animation 1,FIRE_4,BAM,3586,1159,56,18,0,0,0x00001263,embedded,
OH8100,59,Animation 1,FIRE_4,BAM,3935,774,61,12,0,0,0x00001263,embedded,
OH8100,60,Animation 1,FIRE_4,BAM,3651,828,57,12,0,0,0x00001263,embedded,
OH8100,61,Animation 1,FIRE_4,BAM,3879,548,60,8,0,0,0x00001263,embedded,
OH8100,62,Animation 1,FIRE_4,BAM,3787,449,59,7,0,0,0x00001263,embedded,
OH8100,63,Animation 1,FIRE_4,BAM,3572,292,55,4,0,0,0x00001263,embedded,
OH8100,64,Animation 1,FIRE_4,BAM,3433,222,53,3,0,0,0x00001263,embedded,
OH8100,65,Animation 1,FIRE_4,BAM,3050,130,47,2,0,0,0x00001263,embedded,
OH8100,66,Animation 1,FIRE_4,BAM,2690,124,42,1,0,0,0x00001263,embedded,
OH8100,67,Animation 1,FIRE_4,BAM,2059,329,32,5,0,0,0x00001263,embedded,
OH8100,68,Animation 1,FIRE_4,BAM,2079,611,32,9,0,0,0x00001263,embedded,
OH8100,69,Animation 1,FIRE_4,BAM,2079,611,32,9,0,0,0x00001263,embedded,
OH8100,70,Animation 1,FIRE_4,BAM,1557,836,24,13,0,0,0x00001263,embedded,
OH8100,71,Animation 1,FIRE_4,BAM,1104,1957,17,30,0,0,0x00001263,embedded,
OH8100,72,Animation 1,FIRE_4,BAM,825,2154,12,33,0,0,0x00001263,embedded,
OH8100,73,Animation 1,FIRE_4,BAM,612,2302,9,35,0,0,0x00001263,embedded,
OH8100,74,Animation 1,FIRE_4,BAM,1448,2528,22,39,0,0,0x00001263,embedded,
OH8100,75,Animation 1,FIRE_4,BAM,1625,2403,25,37,0,0,0x00001263,embedded,
OH8100,76,Animation 1,FIRE_4,BAM,2008,2348,31,36,0,0,0x00001263,embedded,
OH8100,77,Animation 1,FIRE_4,BAM,2164,2459,33,38,0,0,0x00001263,embedded,
OH8100,78,Animation 1,FIRE_4,BAM,2309,2559,36,39,0,0,0x00001263,embedded,
OH8100,79,Animation 1,FIRE_4,BAM,1892,478,29,7,0,0,0x00001263,embedded,
OH8100,81,Animation 1,FIRE_4,BAM,2567,2312,40,36,0,0,0x00001263,embedded,
OH8100,82,Animation 1,FIRE_4,BAM,2853,2145,44,33,0,0,0x00001263,embedded,
OH8100,83,Animation 1,FIRE_4,BAM,3084,2086,48,32,0,0,0x00001263,embedded,
OH8100,84,Animation 1,FIRE_4,BAM,3247,2154,50,33,0,0,0x00001263,embedded,
OH8100,85,Animation 1,FIRE_4,BAM,3382,2348,52,36,0,0,0x00001263,embedded,
OH8100,86,Animation 1,FIRE_4,BAM,3173,2909,49,45,0,0,0x00001263,embedded,
OH8100,87,Animation 1,FIRE_4,BAM,3639,3436,56,53,0,0,0x00001263,embedded,
OH8100,88,Animation 1,FIRE_4,BAM,3774,3509,58,54,0,0,0x00001263,embedded,
OH8100,89,Animation 1,FIRE_4,BAM,4136,3497,64,54,0,0,0x00001263,embedded,
OH8100,90,Animation 1,FIRE_4,BAM,4277,3427,66,53,0,0,0x00001263,embedded,
OH8200,0,Animation 1,FIRE_4,BAM,1405,414,21,6,0,0,0x00001063,embedded,
OH8200,1,Animation 1,FIRE_4,BAM,1585,491,24,7,0,0,0x00001063,embedded,
OH8200,2,Animation 1,FIRE_4,BAM,1873,752,29,11,0,0,0x00001063,embedded,
OH8200,3,Animation 1,FIRE_4,BAM,1505,1086,23,16,0,0,0x00001063,embedded,
OH8200,4,Animation 1,FIRE_4,BAM,1042,1068,16,16,0,0,0x00001063,embedded,
OH8200,5,Animation 1,FIRE_4,BAM,999,726,15,11,0,0,0x00001063,embedded,
OH8200,6,Animation 1,FIRE_4,BAM,913,550,14,8,0,0,0x00001063,embedded,
OH8200,7,Animation 1,FIRE_4,BAM,1080,664,16,10,0,0,0x00001063,embedded,
OH8200,8,Animation 1,FIRE_4,BAM,1474,643,23,10,0,0,0x00001063,embedded,
OH8200,9,Animation 1,FIRE_4,BAM,1559,704,24,11,0,0,0x00001063,embedded,
OH8200,10,Animation 1,FIRE_4,BAM,631,534,9,8,0,0,0x00001063,embedded,
OH8200,11,Animation 1,FIRE_4,BAM,538,723,8,11,0,0,0x00001063,embedded,
OH8200,12,Animation 1,FIRE_4,BAM,580,972,9,15,0,0,0x00001063,embedded,
OH8200,13,Animation 1,FIRE_4,BAM,1162,1308,18,20,0,0,0x00001063,embedded,
OH8200,14,Animation 1,FIRE_4,BAM,1898,1058,29,16,0,0,0x00001063,embedded,
OH8200,15,Animation 1,FIRE_4,BAM,2000,837,31,13,0,0,0x00001063,embedded,
OH8200,16,Animation 1,FIRE_4,BAM,1961,617,30,9,0,0,0x00001063,embedded,
OH8200,17,Animation 1,FIRE_4,BAM,1588,1023,24,15,0,0,0x00001063,embedded,
OH8200,18,Animation 1,FIRE_4,BAM,685,1016,10,15,0,0,0x00001063,embedded,
OH8300,0,Animation 1,FIRE_4,BAM,1405,414,21,6,0,0,0x00001063,embedded,
OH8300,1,Animation 1,FIRE_4,BAM,1585,491,24,7,0,0,0x00001063,embedded,
OH8300,2,Animation 1,FIRE_4,BAM,1874,747,29,11,0,0,0x00001063,embedded,
OH8300,3,Animation 1,FIRE_4,BAM,1505,1041,23,16,0,0,0x00001063,embedded,
OH8300,4,Animation 1,FIRE_4,BAM,1020,1044,15,16,0,0,0x00001063,embedded,
OH8300,5,Animation 1,FIRE_4,BAM,1032,803,16,12,0,0,0x00001063,embedded,
OH8300,6,Animation 1,FIRE_4,BAM,983,487,15,7,0,0,0x00001063,embedded,
OH8300,7,Animation 1,FIRE_4,BAM,1427,758,22,11,0,0,0x00001063,embedded,
OH8300,8,Animation 1,FIRE_4,BAM,1875,747,29,11,0,0,0x00001063,embedded,
OH8300,9,Animation 1,FIRE_4,BAM,536,721,8,11,0,0,0x00001063,embedded,
OH8300,10,Animation 1,FIRE_4,BAM,580,972,9,15,0,0,0x00001063,embedded,
OH8300,11,Animation 1,FIRE_4,BAM,1162,1299,18,20,0,0,0x00001063,embedded,
OH8300,12,Animation 1,FIRE_4,BAM,1898,1058,29,16,0,0,0x00001063,embedded,
OH8300,13,Animation 1,FIRE_4,BAM,2000,837,31,13,0,0,0x00001063,embedded,
OH8300,14,Animation 1,FIRE_4,BAM,1961,617,30,9,0,0,0x00001063,embedded,
OH8300,15,Animation 1,FIRE_4,BAM,689,1011,10,15,0,0,0x00001063,embedded,
OH8300,17,Animation 1,FIRE_4,BAM,1522,1285,23,20,0,0,0x00001063,embedded,
OH8400,0,Animation 1,FIRE_4,BAM,1418,486,22,7,0,0,0x00001063,embedded,
OH8400,1,Animation 1,FIRE_4,BAM,1597,600,24,9,0,0,0x00001063,embedded,
OH8400,2,Animation 1,FIRE_4,BAM,1918,817,29,12,0,0,0x00001063,embedded,
OH8400,3,Animation 1,FIRE_4,BAM,1020,569,15,8,0,0,0x00001063,embedded,
OH8400,4,Animation 1,FIRE_4,BAM,605,794,9,12,0,0,0x00001063,embedded,
OH8400,5,Animation 1,FIRE_4,BAM,592,991,9,15,0,0,0x00001063,embedded,
OH8400,6,Animation 1,FIRE_4,BAM,905,1313,14,20,0,0,0x00001063,embedded,
OH8400,7,Animation 1,FIRE_4,BAM,1910,1132,29,17,0,0,0x00001063,embedded,
OH8400,8,Animation 1,FIRE_4,BAM,2011,910,31,14,0,0,0x00001063,embedded,
OH8400,9,Animation 1,FIRE_4,BAM,1974,757,30,11,0,0,0x00001063,embedded,
OH9000,0,FIRE_4,FIRE_4,BAM,196,361,3,5,0,0,0x00001043,embedded,
OH9000,1,FIRE_4,FIRE_4,BAM,332,268,5,4,0,0,0x00001043,embedded,
OH4210,1,Torch,FIRE_4GS,BAM,1724,439,26,6,0,0,0x00001043,embedded,
OH4210,2,Torch,FIRE_4GS,BAM,2033,248,31,3,0,0,0x00001043,embedded,
OH4210,3,Torch,FIRE_4GS,BAM,1520,530,23,8,0,0,0x00001043,embedded,
OH4210,4,Torch,FIRE_4GS,BAM,1728,674,27,10,0,0,0x00001043,embedded,
OH4210,5,Torch,FIRE_4GS,BAM,2067,948,32,14,0,0,0x00001043,embedded,
OH4210,6,Torch,FIRE_4GS,BAM,2281,1096,35,17,0,0,0x00001043,embedded,
OH4210,7,Torch,FIRE_4GS,BAM,2414,1188,37,18,0,0,0x00001043,embedded,
OH4210,8,Torch,FIRE_4GS,BAM,1829,1322,28,20,0,0,0x00001043,embedded,
OH4210,9,Torch,FIRE_4GS,BAM,1463,1222,22,19,0,0,0x00001043,embedded,
OH4210,10,Torch,FIRE_4GS,BAM,1207,1405,18,21,0,0,0x00001043,embedded,
OH4210,11,Torch,FIRE_4GS,BAM,1039,1523,16,23,0,0,0x00001043,embedded,
OH4210,12,Torch,FIRE_4GS,BAM,949,1158,14,18,0,0,0x00001043,embedded,
OH4210,13,Torch,FIRE_4GS,BAM,818,1067,12,16,0,0,0x00001043,embedded,
OH4210,14,Torch,FIRE_4GS,BAM,649,950,10,14,0,0,0x00001043,embedded,
OH4210,15,Torch,FIRE_4GS,BAM,497,870,7,13,0,0,0x00001043,embedded,
OH4210,16,Torch,FIRE_4GS,BAM,341,979,5,15,0,0,0x00001043,embedded,
OH4210,17,Torch,FIRE_4GS,BAM,281,825,4,12,0,0,0x00001043,embedded,
AR3000,6,FISH1L,FISH1L,BAM,2094,369,32,5,0,0,0x00001005,embedded,
AR3000,11,FISH1L,FISH1L,BAM,1619,500,25,7,0,0,0x00001005,embedded,
AR5000,27,FISH1L,FISH1L,BAM,338,613,5,9,0,0,0x00001005,embedded,
AR5000,28,FISH1L,FISH1L,BAM,65,979,1,15,0,0,0x00001805,embedded,
AR3000,9,FISH1S,FISH1S,BAM,1909,522,29,8,0,0,0x00001005,embedded,
AR3000,7,FISH2L,FISH2L,BAM,1746,595,27,9,0,0,0x00001005,embedded,
AR5000,29,FISH2L,FISH2L,BAM,438,2734,6,42,0,0,0x00001005,embedded,
AR5000,33,FISH2L,FISH2L,BAM,3079,1084,48,16,0,0,0x00001805,embedded,
AR3000,10,FISH2S,FISH2S,BAM,2348,809,36,12,0,0,0x00001005,embedded,
AR5000,31,FISH2S,FISH2S,BAM,1236,2484,19,38,0,0,0x00001005,embedded,
AR5000,32,FISH3L,FISH3L,BAM,2872,2179,44,34,0,0,0x00001005,embedded,
AR5000,34,FISH3L,FISH3L,BAM,2045,257,31,4,0,0,0x00001005,embedded,
