ensemble,categorie,ressource,nom,largeur,hauteur,sha256
par-creature,,HELLFEAR,Peur,169,266,63ecc6ca1f69be39
par-creature,,HELLGEN,Génie réduit en esclavage,169,266,e87022673919462f
par-creature,,HELLGREE,Cupidité,169,266,924f6911505d74e4
par-creature,,HELLPRID,Fierté,169,266,74d85f1fd3538fbf
par-creature,,HELLSELF,Égoïste,169,266,6f1ebeb4903e0524
par-creature,,HELMBYR,Acolyte Byron,169,266,1b6779d876b3c222
par-creature,,HELSHA,,169,266,1266c06d0063cdc6
par-creature,,HENDAK,Hendak,169,266,e1ca310871ab3bb5
par-creature,,HENTOL,,169,266,67167fdaefbf2bd3
par-creature,,HEPHIS,,169,266,41212cc6416c193e
par-creature,,HERMIT01,,169,266,e903edf766bc9729
par-creature,,HERSCH,,169,266,0abf7a32f7b63929
par-creature,,HERVO,Hervo,169,266,50fafd0be04dfcc4
par-creature,,HGBER01,Berenn,169,266,f7be1a7f688963ed
par-creature,,HGKAR01,Karthis al-Hezzar,169,266,2369532ca33e6122
par-creature,,HGNYA01,Nyalee,169,266,c9613b06d09e3d1f
par-creature,,HIDDEN,Obscur,169,266,981e53a177006d68
par-creature,,HIGHBAPT,,169,266,27d0ebae1a3b13ed
par-creature,,HIGHRITU,,169,266,f34ebff32a59b0c6
par-creature,,HIGHSUMM,,169,266,874e151a68377699
par-creature,,HIGHTORT,,169,266,a6eb68a6253d7cb5
par-creature,,HILDRETH,,169,266,d776a049ad45ad36
par-creature,,HIST1,Historien,169,266,5b23401e87f5c971
par-creature,,HJOLLDER,,169,266,1ee73334c4e01afd
par-creature,,HLSION,Sion,169,266,504793f45b6c924a
par-creature,,HLSKULL,Crâne doré,169,266,dde9f5818e9d3cd8
par-creature,,HMELVIN,Melvin l'écuyer,169,266,cf221be41e8214e7
par-creature,,HOBBART1,,169,266,e86b24237f9c2236
par-creature,,HORSE,Cheval,169,266,38c552186310b3c8
par-creature,,HOUSG1,,169,266,29f38432d8a4c530
par-creature,,HOUSG2,,169,266,6ef81870a6b3427f
par-creature,,HROTHGAR,,169,266,13d2ef88cf55e39a
par-creature,,HRPMAT00,,169,266,62bee69110207ae0
par-creature,,HULL,,169,266,0e7626b9a8b605ff
par-creature,,HULRIK,,169,266,0ca1da195758f079
par-creature,,HUNTER,,169,266,fdb0588355d4851c
par-creature,,HUNTER1,,169,266,5ba1762257db8a72
par-creature,,HUNTER2,,169,266,21f037e78c8054a5
par-creature,,HURGAN,,169,266,90b9eda7cebfdcd0
par-creature,,HURGISF,Hurgis Baltezan,169,266,22cb4ad2087bc766
par-creature,,HUSAM,,169,266,ccc76d039fd6b567
par-creature,,ICASA001,,169,266,14c566e88cef176e
par-creature,,ICHARY,,169,266,3ced63e6e1a77026
par-creature,,IDRYAD01,Ulene,169,266,b1244f609cfa82de
par-creature,,IDRYAD02,Cania,169,266,169440955b282469
par-creature,,IDRYAD03,Elyme,169,266,ace114e927a5bd3f
par-creature,,IGNATI,,169,266,a856f063d865da65
par-creature,,IGOLEM01,Golem des égouts,169,266,04a4590ea3f7edb2
par-creature,,IKE,,169,266,d098934ddc180c31
par-creature,,INNKPR,,169,266,90e54998919a3017
par-creature,,INSPECT,Lieutenant Aegisfield,169,266,c878834251508ca3
par-creature,,IRLANA,Dame Irlana,169,266,5e46295ef4edb55a
par-creature,,IRLENT,,169,266,97d19a3de610dbad
par-creature,,ISAEA,Isaéa Roenal,169,266,031e8fd4d96216b4
par-creature,,ISLA,,169,266,dd6ea6b3e27992cc
par-creature,,ISLSIR,,169,266,bb60b12d633093df
par-creature,,ITHMEE,,169,266,cb66b65b8537705b
par-creature,,ITHTYL,,169,266,adad6ea9d82ca100
par-creature,,IVANNE,,169,266,b82c86f31b88c725
par-creature,,IZEFIA,,169,266,c5f38992d5a6ec74
par-creature,,JACIL,,169,266,fc0d9d2f7bf7560c
par-creature,,JADERMIN,Dermin Valcourtisan,169,266,49180223460d2aa6
par-creature,,JAEL01,Hindra Jae'llat,169,266,4dca0b70bcec024b
par-creature,,JAEL02,Rilloa Jae'llat,169,266,10bc179136661908
par-creature,,JAEL03,Ist'tar Jae'llat,169,266,19c9db3d96664c8c
par-creature,,JAELLA2,Jaella,169,266,0d7beae6f8aad489
par-creature,,JAERTOF,Ertof Dand,169,266,31c1380a50593da1
par-creature,,JAGALVAR,Galvarey,169,266,ca27249fdffeaedf
par-creature,,JAHABOAM,Jahaboam,169,266,6f32e85fdbb12cc2
par-creature,,JALANT,,169,266,d87d0043b99fc495
par-creature,,JAMIE,,169,266,e195b86e7cd1c708
par-creature,,JARDAK,,169,266,2a0a70e4a842590e
par-creature,,JARED,,169,266,1decbe002c988122
par-creature,,JAREVIA,Reviane,169,266,198787120c45d1a3
par-creature,,JARLAXLE,Jarlaxle,169,266,c2496fc61a745d78
par-creature,,JASE,,169,266,b3113a9b7e134a39
par-creature,,JAYES,Jayes,169,266,fe3074a4fdc82b27
par-creature,,JAYLOS,Jaylos,169,266,fbbe46c5e2b82f77
par-creature,,JEB,,169,266,8079681dc0b7740b
par-creature,,JEBADO,,169,266,9ea6019686a4a3a8
par-creature,,JEMEL,,169,266,0fdb6c5a72bc8107
par-creature,,JENKAL,,169,266,f7f5cac071158639
par-creature,,JERMSY,,169,266,ee136598a73b70df
par-creature,,JESSUP,,169,266,35615ee15a92df84
par-creature,,JHASSO,,169,266,3de65d623d644b40
par-creature,,JOIA,,169,266,3c88808a8b3f3d74
par-creature,,JOLUS,Sire Jolus,169,266,b76bfe93331ec5ba
par-creature,,JONAVI,,169,266,34e999fe11e603b6
par-creature,,JONDAL,Jondalar,169,266,2c86e3b6226f19fb
par-creature,,JOPI,,169,266,31ffe3bdce1a7e4d
par-creature,,JORIL001,,169,266,691d77c0081270da
par-creature,,JORIN,,169,266,80b2d3d6fc5486e4
par-creature,,JORN,,169,266,d1d183bc0866d473
par-creature,,JUGCOL01,Colette,169,266,30cd7b0c87ba1dcd
par-creature,,JUGDAR01,Daar,169,266,af6e7c54bef76a57
par-creature,,JUGJER01,Jermien,169,266,49edb14dffd627f5
par-creature,,JUGJUG02,Golem de pierre,169,266,61c776c4f8404748
par-creature,,KAELLA,,169,266,48ab003a16878473
par-creature,,KAHLAG,,169,266,4e1095a8fad67083
par-creature,,KAHLAO,,169,266,a2fc5193cb983507
par-creature,,KAHRK,,169,266,4e77bcb17e71f041
par-creature,,KAISHA,,169,266,24c4bee48c01cf91
par-creature,,KALESS,,169,266,1bc897a375736a39
par-creature,,KAMIR,Kamir,169,266,4d2674d58f64cdd2
par-creature,,KANGA,,169,266,cfd461c5e4c0caf6
par-creature,,KARAN,,169,266,a20a2173de5a89ca
par-creature,,KARENI,,169,266,8b3d8fa73e5b709f
par-creature,,KARLAT,,169,266,a90462daf42ad2cd
par-creature,,KAROUG,,169,266,69022a9b43d18a51
par-creature,,KARP,,169,266,0a9f735d3f28fb71
par-creature,,KARRL,,169,266,0da0e038feb4250c
par-creature,,KAYLESSA,,169,266,742600d90d4ee61b
par-creature,,KAYPAL01,Anarg,169,266,2f22d851967685a7
par-creature,,KAYPAL02,Reynald de Châtillon,169,266,e66e4e498940e17a
par-creature,,KAYPAL03,Paladin déchu,169,266,57baba7bc3dcfc37
par-creature,,KAYSMG01,Rindus,169,266,3c1f270d7bef41de
par-creature,,KEELOR,,169,266,acfc57bf731831fd
par-creature,,KEEPER,Gardien du Portail,169,266,8fc2213a37d32f89
par-creature,,KELDDA,,169,266,1080abd50ffb53e0
par-creature,,KENT,,169,266,1142a3e2cca1e286
par-creature,,KERISH01,,169,266,e9163683ba24ac4c
par-creature,,KERRAC,,169,266,ab97a6d29c0ead87
par-creature,,KESHEE,,169,266,5e1e227f7823f82f
par-creature,,KETTA,,169,266,ecb33b7793caff5d
par-creature,,KFTOWN02,Hannah,169,266,6f492392c528acaf
par-creature,,KGENIE,,169,266,9b097adf30836853
par-creature,,KHALIDM,,169,266,867d17e98a814496
par-creature,,KHELLOR,Khellor Ahmson,169,266,16790aceadf74bd9
par-creature,,KIEL,,169,266,d02d11df2a9f5db0
par-creature,,KIERES,,169,266,ab5b4ef090173c67
par-creature,,KINDAI,Kindail,169,266,be4c2dd9aca3235a
par-creature,,KINGS,,169,266,fa43d19858637178
par-creature,,KIRIAN,,169,266,b54e3ae65247e62e
par-creature,,KIRINH,,169,266,cbaa28f9b31f1a1f
par-creature,,KISSIQ,,169,266,e9614499b3955c9a
par-creature,,KNOTT,,169,266,f8c70515ca15e8e7
par-creature,,KOLVAR,,169,266,06b33b516c11a079
par-creature,,KORAX,,169,266,159a2099a777a6a3
par-creature,,KORCRAZY,Rictus,169,266,29fb286e0cb32f7b
par-creature,,KORSCROO,Timbré,169,266,69a1f1a4ff20d41f
par-creature,,KORSHAG,Fourretouffe,169,266,012534a52fe928b1
par-creature,,KOVERA,,169,266,418d2077cc6faacc
par-creature,,KPBUTL01,Métigo le majordome,169,266,263ad2ac74d418cf
par-creature,,KPCAPT01,Capitaine Arat,169,266,f2855dd2444476cb
par-creature,,KPCHAP01,Bolumir,169,266,962692ea23608850
par-creature,,KPDOMO01,Majordome,169,266,f164a36d585a0b94
par-creature,,KPFARM04,Citoyen,169,266,06bb535fbf07b698
par-creature,,KPGLAI01,Glaicas,169,266,dfdbd473d4947e94
par-creature,,KPGRD01,Lastin,169,266,77bd4ab9817925d0
par-creature,,KPMAID01,Chanelle la servante,169,266,4af69da6792ddba2
par-creature,,KPMAID02,Talira la servante,169,266,927fef4084b62e00
par-creature,,KPMERC01,Tolmas Bendelia,169,266,793a68c23bba9585
par-creature,,KPRANG01,Jessup,169,266,27d47bd0eca83175
par-creature,,KPRANG02,Malvolio,169,266,6447313f83634510
par-creature,,KPROEN01,Seigneur Roenal,169,266,9858decc13b1e884
par-creature,,KPRUNNER,Coureur,169,266,e986e80b2d420ab1
par-creature,,KPSHAM01,Mage yuan-ti,169,266,9af1def31fe40f28
par-creature,,KREEL,,169,266,71ece3ed6ca625c5
par-creature,,KRUIN,Kruin,169,266,f940422e41598404
par-creature,,KRUMM,,169,266,3d6bbc368e8e89a5
par-creature,,KRYLA,,169,266,734a009716128d62
par-creature,,KRYLL,,169,266,4b9e68f6270a6435
par-creature,,KRYSTI,,169,266,f9f6b36534a211f4
par-creature,,KSLAVE01,Esclave sexuelle,169,266,c241d865f272f86d
par-creature,,KSLAVE02,Ginia,169,266,3a7430e3d9abc9cd
par-creature,,KYLEE,,169,266,729e810c89ba2ee1
par-creature,,KYLIE,Kylie Jansen,169,266,d100a4fec36b502b
par-creature,,LAERTA,,169,266,c26ce9c78e1a363b
par-creature,,LAHL,,169,266,43cc61fa7f8f3f05
par-creature,,LAKADA,,169,266,493dda975b65845f
par-creature,,LAMALH,,169,266,96619eaef761f488
par-creature,,LANDLORD,Propriétaire terrien,169,266,1731a5736b6fa893
par-creature,,LANDRI,,169,266,a88a56617b272832
par-creature,,LANTAN,,169,266,63f04e82cea31d7f
par-creature,,LAOLA,,169,266,410662e77bffefd6
par-creature,,LARREL00,,169,266,8f28b5b35e46d561
par-creature,,LARREL20,,169,266,faedca336a9a8ab1
par-creature,,LARRIA,,169,266,0140affd73c96ad7
par-creature,,LARRY,,169,266,7701118e698cb047
par-creature,,LARYSS,,169,266,f430e7e873b1c900
par-creature,,LARZE,,169,266,ad5843c2451f512b
par-creature,,LASKAL,,169,266,30cd35414c340108
par-creature,,LASSAL,Lassal,169,266,e6de9677c7c4ced2
par-creature,,LATLARA,Acolyte Lara,169,266,4daae0fcc7bac008
par-creature,,LAUNE,Meredath,169,266,92dbdb4215fd146d
par-creature,,LAUREL,,169,266,0df5cef448a8e2b0
par-creature,,LAVOK,,169,266,9d719b235784b971
par-creature,,LEHLAND1,,169,266,a37da2b6725d8043
par-creature,,LEHTIN,Lehtinan,169,266,2fdd8a84814cd529
par-creature,,LENA,,169,266,70add09a97d6a5ed
par-creature,,LENORE,,169,266,e95a6245f2c18882
par-creature,,LEONA,Leona,169,266,6dca720391eb869d
par-creature,,LESTER,Oncle Lester,169,266,497e376932e70447
par-creature,,LESTOR,,169,266,98fdf15a1ad45d14
par-creature,,LETHIAS1,,169,266,af99e23832ecc586
par-creature,,LIFE01,Âme torturée,169,266,a06dada99eb0c99d
par-creature,,LIFE02,Âme torturée,169,266,cb2f530a661c298c
par-creature,,LIFE03,Âme torturée,169,266,00d4e459878469f7
par-creature,,LIFE04,Âme torturée,169,266,61a9588440918693
par-creature,,LIIA,Liia Jannath,169,266,136ca077d3850172
par-creature,,LISSA,Lissa,169,266,01429968f3989d3c
par-creature,,LIZKING1,,169,266,1e0183d3209a6496
par-creature,,LLARSH,Llarsh,169,266,2133f0d330b288b8
par-creature,,LLINDE,,169,266,95b199b77ab41d60
par-creature,,LLYNIS,Llynis,169,266,e699239893104f93
par-creature,,LOBAR,,169,266,8cb0d499641be38b
par-creature,,LOTHAN,,169,266,3b77c3a32609dc7d
par-creature,,LOUISE,,169,266,08e5ded69af9acac
par-creature,,LOUT,Vittorio,169,266,5c7ac67df5903f6b
par-creature,,LOUTCAPT,Capitaine Dennis,169,266,0d39126c8eeed505
par-creature,,LOVE,,169,266,c1dc9881c203b7aa
par-creature,,LOVEONE1,Fayanna,169,266,dad20c8072df9509
par-creature,,LOVEONE3,Valas,169,266,6f82dad771d9b646
par-creature,,LOVEONE4,Moira,169,266,b1281ac9a4b98d12
par-creature,,LOVEONE5,Rowyn,169,266,4a0548de449003ce
par-creature,,LTALOS,Clerc de Talos ivre,169,266,ca33a5fded0c3e3a
par-creature,,LUCKY,,169,266,3940172c26bef809
par-creature,,LURRA,,169,266,80274a2636ed863a
par-creature,,LUSSEL,,169,266,f8fbe82a37c837d2
par-creature,,MADAM,Madame Nin,169,266,5240e614fdd29711
par-creature,,MADARC,,169,266,f0fe0a674f323d41
par-creature,,MADEEN,Madeen,169,266,1f7fc0cc78cd3faa
par-creature,,MAEGUY01,Kamuzu,169,266,bb4c59b53ccc9a9c
par-creature,,MAEVAR,Mae'Var,169,266,0072b89650101512
par-creature,,MAJAN,Ma Jansen,169,266,0ef6d65c0af9f21d
par-creature,,MALKAL,,169,266,ce7a1e8301eb83fc
par-creature,,MALLA02,Malla,169,266,6d76f54938466c13
par-creature,,MALTZ,,169,266,ea83f4f88bd88773
par-creature,,MAPLE,,169,266,63004fc8dba8c419
par-creature,,MARALE,,169,266,957220108bb39c93
par-creature,,MARCUS,Marcus,169,266,bfa755bd37afbcdc
par-creature,,MAREK,,169,266,408f1a5c3404432d
par-creature,,MARIA,Dame Maria,169,266,2bae49a36530a507
par-creature,,MARKUS,,169,266,344af9f39390480b
par-creature,,MARL,,169,266,1d476db50f51f839
par-creature,,MARLOWE,Marlowe,169,266,710e305eb5268cd6
par-creature,,MATRON,,169,266,a9b50cb35c05c31d
par-creature,,MDDUST,Méphite poussiéreux,169,266,19cc6f1c37375fef
par-creature,,MDRAK,Maharadjah,169,266,a7243eeb323831c6
par-creature,,MDWFI03M,,169,266,15c93bcb3993254a
par-creature,,MDWFI16M,,169,266,05b24b11a0724ed8
par-creature,,MDWFI21M,,169,266,029d463d0154efb8
par-creature,,MDWTH00M,,169,266,2c16e7cab86af3fe
par-creature,,MEBDING0,,169,266,8941e562108fa12b
par-creature,,MECK,,169,266,26bb5f7569756a32
par-creature,,MEIALA,,169,266,975dae415c3c4632
par-creature,,MEILUM,,169,266,78b1351814d47d0e
par-creature,,MEKRATH,,169,266,fccef86e3fc67ec8
par-creature,,MELMA00M,,169,266,8fcdc6d77f1ba422
par-creature,,MELMA07M,,169,266,c5ab30d5e9414499
par-creature,,MELTH07M,,169,266,2a25c69a2ecf6116
par-creature,,MELTH08M,,169,266,6cdf61b5876b1037
par-creature,,MENDAS,,169,266,1a5f22ffd106ada0
par-creature,,MERCHANT,Bel Dalemark,169,266,5d2c9abd148f1841
par-creature,,MERMAID1,,169,266,18ec0ebd726786e3
par-creature,,MERONI,,169,266,a867c44fbede057c
par-creature,,MERSIL,,169,266,f0e85cad0e90da9b
par-creature,,MERSIL2,,169,266,94f12265ff9c3208
par-creature,,MERSIL3,,169,266,3227a1bbb945eae9
par-creature,,MESSEN,Flydian,169,266,ec2a38d0d887ed2c
par-creature,,MEYM,,169,266,6d56cebdded055a3
par-creature,,MGAPPR01,Larz,169,266,351c2c722d85b37f
par-creature,,MGAPPR02,Morul,169,266,06689c7f3e50785f
par-creature,,MGAPPR03,Nara,169,266,271cb08dcbe694fc
par-creature,,MGASS01,Sergent Natula,169,261,2005323ab70dc672
par-creature,,MGBILL01,William 'Bill' Williamson,169,266,6a001df239194de1
par-creature,,MGKET01,Seigneur Ketlaar Argrim,169,266,01cdf2520ca7bd72
par-creature,,MGKETG01,Homme d'armes,169,266,cd98a7e56b84f02f
par-creature,,MGKETG02,Archer,169,266,7d3592f14b569a4c
par-creature,,MGKHOL01,Khollynnus Paac,169,266,5b341ca983f0280f
par-creature,,MGNCL00M,,169,266,a819068e0007d97b
par-creature,,MGNCL01M,,169,266,cd25e4276f9fa5e3
par-creature,,MGNCL02M,,169,266,033c78644b80f48e
par-creature,,MGNMA01M,,169,266,89d9532f3f352849
par-creature,,MGNMA02M,,169,266,535f71c9d1e14a03
par-creature,,MGNMA03M,,169,266,02a4e8667e038bf6
par-creature,,MGTEOS01,Teos,169,266,66dc8a7e142b173c
par-creature,,MHUBA02M,,169,266,158e4a72cde97410
par-creature,,MHUBD02M,,169,266,a56f53483f6f47b6
par-creature,,MHUCL01M,,169,266,8645a11f909083a1
par-creature,,MHUCL05M,,169,266,c043d50d14a5d5f1
par-creature,,MHUDR07M,,169,266,410b79b5b118eee9
par-creature,,MHUFI38M,,169,266,93b9bbcc12ae0ed8
par-creature,,MHUFI46M,,169,266,1d4074881fc74d2c
par-creature,,MHUFI47M,,169,266,779412788edb677b
par-creature,,MHUFI48M,,169,266,0a5b9d1ad9ed4e7c
par-creature,,MHUFI49M,,169,266,31e614b788fbdb45
par-creature,,MHUMA19M,,169,266,509a75eb53a56769
par-creature,,MHUMO03M,,169,266,c9694d6f018c6d5a
par-creature,,MHUPA08M,,169,266,54524fc6288912b1
par-creature,,MHURA02M,,169,266,de923118403dfe36
par-creature,,MHUTH05M,,169,266,c22dde14bd6e43af
par-creature,,MICK,,169,266,3cb65ed7b3178423
par-creature,,MIRIAN,,169,266,c11f2f9ba035f284
par-creature,,MOLKAR,,169,266,315df1233fffaaa6
par-creature,,MOOK,Mook,169,266,e4f48a453b85555f
par-creature,,MOONDOG,Cerebus,169,266,3a604297354fc5d6
par-creature,,MOORLOCK,,169,266,7d4ff284b5c1f827
par-creature,,MOURNER1,Nevin,169,266,9497bf7c89db9c3f
par-creature,,MOURNER3,Arthur,169,266,3fe1451e1ddff530
par-creature,,MOURNER4,Maggie,169,266,40b5d928b39fa78f
par-creature,,MOURNER7,Risa,169,266,a4ae1b3896b87705
par-creature,,MOUTHOF0,,169,266,0fba3d68e58399d8
par-creature,,MRSHADE,,169,266,0ac38402e5174256
par-creature,,MTBE11,,169,266,5f21231001df8dcb
par-creature,,MTBE9,,169,266,c9f812d82bc831f6
par-creature,,MUGGER2,Personnage dans l'ombre,169,266,77b3c81990fac1f0
par-creature,,MULAHE,,169,266,095ff9f0910d58fe
par-creature,,MURDBEGG,Rampah,169,266,736882198bf2b254
par-creature,,MURDBOY1,Faraji,169,266,617f0a57eac4290d
par-creature,,MURDGIRL,Bouquet de roses,169,266,f51a48264a1da9dc
par-creature,,MURTLEN,Murtlen,169,266,d8c7d24dd798a2be
par-creature,,MUTAMI,,169,266,d90774e13e42096b
par-creature,,NADARI,,169,266,a094c276f356a8e0
par-creature,,NADINE,,169,266,5078c1e385a7ae5c
par-creature,,NALBARG,Barg,169,266,630cba4d5651ca5a
par-creature,,NALDIRT,Officier Dirth,169,266,03e48cc9fadd2839
par-creature,,NALIAMES,Messager,169,266,ff997e6355abf34a
par-creature,,NALIN,Nalin,169,266,13212622a768ab26
par-creature,,NALJ,,169,266,d4138c5c9e00b0ef
par-creature,,NANTRI,,169,266,610d387273a683ba
par-creature,,NARCIL,,169,266,3ba35fea04637383
par-creature,,NARLEN,,169,266,c21497827b44f167
par-creature,,NASHA,,169,266,1376eb5cbac30a16
par-creature,,NATE,,169,266,3fdf48c6e0f31421
par-creature,,NEADOY,,169,266,f499d77b641bbc8e
par-creature,,NEB,Neb,169,266,36a730c5c81afddc
par-creature,,NEEBER,Neeber,169,266,1f1f794ebd11f8d8
par-creature,,NEEKANDO,,169,266,ebca7ddc31fee1b9
par-creature,,NEIRA,,169,266,ce3416ada81c52bd
par-creature,,NELIK,,169,266,0e6b9a86b5cb50c9
par-creature,,NELLES2,,169,266,7fa29b32b49aecf7
par-creature,,NEMAGREB,,169,266,359ef815785e9a25
par-creature,,NEMEKLIN,,169,266,b707c13593291fc4
par-creature,,NEMPHR,,169,266,96f5e07a421b2794
par-creature,,NERILSA,,169,266,083a96448236cb54
par-creature,,NEROGDOK,,169,266,229420af6d54585a
par-creature,,NESQRL,,169,266,2994bea48f5db58d
par-creature,,NESSIE,,169,266,da28905042a6ec6b
par-creature,,NESTOR,,169,266,8ade710d096e69ae
par-creature,,NETHAY01,,169,266,c28daf85ec6c2d28
par-creature,,NEVILL,,169,266,91989245edd805c6
par-creature,,NEXLIT,,169,266,cf33faf92b94d9d6
par-creature,,NHUNTC,,169,266,59f3e8bd6f61fbc9
par-creature,,NIEMAI,,169,266,29ad59b700cec1f9
par-creature,,NIKLOS,,169,266,d2d4d393293264da
par-creature,,NIKOLA,Nikolaï,169,266,c61d40c17a0827a7
par-creature,,NILA,,169,266,610168cc821440eb
par-creature,,NIMBUL,,169,266,6ae75ad2791d3375
par-creature,,NIMFUR,,169,266,113f1aea94815dc8
par-creature,,NIVEK,,169,266,b5d994305e24534d
par-creature,,NOBL10,,169,266,c7afaa22eb3c41d7
par-creature,,NOBLEM3,Seigneur Ophal,169,266,3de4e30a3daab3d3
par-creature,,NOBLEW3,Dame Ophal,169,266,40e3fdb0a6e1894f
par-creature,,NOBW8,,169,266,1c85a98bc130199a
par-creature,,NOOBER,,169,266,96a86e31627b4817
par-creature,,NORALE,,169,266,29c18f98c7f1ac0d
par-creature,,NORTUA,,169,266,5b65e8e46053dca7
par-creature,,NWNMALE,,169,266,cadca3cbe6db3487
par-creature,,nymnym01,,169,266,30ea14d15be4a33b
par-creature,,OAERIE,,169,266,1a10a6cf265e3cb5
par-creature,,OBE,,169,266,751c36d4c633ff5f
par-creature,,OBERAN,,169,266,da5746037e7e5c77
par-creature,,OBSHAL01,Entu,169,266,17a14222be54888e
par-creature,,OBSHAL03,Necre,169,266,61b9ab7d7a93e212
par-creature,,OBSSOL01,Reyna,169,266,db29d0ce3b59f93c
par-creature,,OBSSOL02,Onvo,169,266,31c81bc113d39c6a
par-creature,,OBSSOL03,Ancan,169,266,3a775c82bd4bd0dc
par-creature,,OCELLI,,169,266,bdb4c1caebc6aaca
par-creature,,OHBARZOL,Arzol,169,266,9ad83fdf16bf6878
par-creature,,OHBBANN2,Bannor,169,266,380b0d5c7495e4b7
par-creature,,OHBBANNO,Bannor,169,266,0bdeeac7b9c2d7c3
par-creature,,OHBBERYL,Beryl,169,266,fff6fc061aff6e41
par-creature,,OHBBRANS,Branson,169,266,a857a198d8e575e6
par-creature,,OHBBRODL,Brodle,169,266,e512d0fe6a99a7ca
par-creature,,OHBCOOK,Le Chef,169,266,1bfbc2dd70572a92
par-creature,,OHBCUREL,Curell de Tempus,169,266,a8672624e3263a63
par-creature,,OHBDULF,Dulf Ténébarbe,169,266,19f1e5c51396f579
par-creature,,OHBELLRA,Frère Ellraish,169,266,bbb5d2bd8ffa1e67
par-creature,,OHBFAN03,Éventail,169,266,f42e6b8df4b98ba3
par-creature,,OHBFAN04,Éventail,169,266,21231fb0458d328d
par-creature,,OHBFELDR,Feldrak Feldrak'i,169,266,2505852e742b7101
par-creature,,OHBGERRO,Gerrold Sombr'homme,169,266,f971927294d12eeb
par-creature,,OHBGEZZT,Gezzthemin,169,266,8c5a0332a43dd669
par-creature,,OHBHORFF,Hort Il-D'rth,169,266,0502c55c656da90d
par-creature,,OHBHUEGR,Hue Vert'Feuille,169,266,04959e871c715884
par-creature,,OHBIMIM,Marchand d'objets magiques,169,266,5d2dbd215b9f1025
par-creature,,OHBJOKER,Baladine,169,266,3dedb0c4ab788a6d
par-creature,,OHBJOKMY,Baladine,169,266,fd7c557974ea0c23
par-creature,,OHBLAMP1,,169,266,1b16ce134afdd6b3
par-creature,,OHBLARIS,Laris de Garagos,169,266,7ef437e4eeaad964
par-creature,,OHBLEA,Lea Gosh'Aar,169,266,7fad0a449da16469
par-creature,,OHBLEOKA,Leokas,169,266,a5e136c1efac0fc8
par-creature,,OHBLNGNS,Hautain du salon,169,266,b81c88904ae922b6
par-creature,,OHBMARDU,Marduuk,169,266,26720af2171fe59a
par-creature,,OHBMERCY,Mercy Blanche-Colombe,169,266,a4e0dd6e53864785
par-creature,,OHBMOLZA,Molzahn de Tymora,169,266,40b02e75eca7bd32
par-creature,,OHBMORT,Mort le Magicien,169,266,984e6e94c442f440
par-creature,,OHBNOSHU,Hautain,169,266,75524110d712e4fc
par-creature,,OHBPOL,Pol Pyrrus,169,266,671c4c3a00f8ddc4
par-creature,,OHBSDWM,Marchand d'armes,169,266,f824436bbc485a69
par-creature,,OHBSHORT,Bref-Ordre,169,266,bc1fb629fcdad6cc
par-creature,,OHBSTIRV,Stirv le dompteur de créatures,169,266,8fbd88e2fcad6de7
par-creature,,OHBSYMM,Symm Haximus,169,266,763558f62606b550
par-creature,,OHBTARTL,Tartle,169,266,b6786c0b835df660
par-creature,,OHBTHASS,Thassk Kun,169,266,a66b6ef786ce16c1
par-creature,,OHBTIMMO,Timmoth Beaubois,169,266,9597f48ed18503d5
par-creature,,OHBWING,L'Ailée,169,266,e1793050201f5fb4
par-creature,,OHDAZOT,,169,266,ccbc7f14d8c6029d
par-creature,,OHDAZOTH,Azothet,169,266,d1da98ce3a412df5
par-creature,,OHDBALD,Baldwin,169,266,0d53ff9ffefb19b9
par-creature,,OHDBBRO,Frère de la mariée,169,266,3dbdb9ac191b90b1
par-creature,,OHDBFATH,Père de la mariée,169,266,08e9799b906350b5
par-creature,,OHDBOLL,Bollard Mâchefeu,169,266,7f61afc5f8fc27d3
par-creature,,OHDBRIDE,Mariée,169,266,c0d9177c4bd95cad
par-creature,,OHDCOLIN,Colin,169,266,8c047a76da22b00e
par-creature,,OHDDDOLR,Dolrassa,169,266,bf95c4f88a03d1e0
par-creature,,OHDDIXTH,Ixthezzys,169,266,d944ee62afef81ad
par-creature,,OHDDOOR1,Portier,169,266,e33a1a1561e79792
par-creature,,OHDHAM01,Wagner,169,266,f4af452c87d9c5c2
par-creature,,OHDHAM02,Gros Mordim,169,266,14f9bad0e34ac6c1
par-creature,,OHDHAM03,Simon,169,266,8efbb62aaa20225e
par-creature,,OHDHAMMS,Garfunkle,169,266,6561fad9fcc9f9a7
par-creature,,OHDHOKK,Hokkney de Tyr,169,266,b2a9398ed925f9ae
par-creature,,OHDNAIMA,Naiman Alore,169,266,486a66899e04c4ea
par-creature,,OHDPLANJ,Planétaire de Justice,169,266,43d37fd57943591b
par-creature,,OHDRDEF,Prêtre de Tyr,169,266,df2379c5b65b835c
par-creature,,OHDRIKKO,Rikkon,169,266,9987826f6be19ce6
par-creature,,OHDSCROL,Parchemin de la Rétribution,169,266,856b7dcd22c71120
par-creature,,OHDSUMM,Estive,169,266,e78a8378a72a530e
par-creature,,OHDSWAZ,Azothet,169,266,114dcfa1b6b31aad
par-creature,,OHDTERP,Gardien Terpfen,169,266,5d61a233fdd5ccd0
par-creature,,OHDTMFIL,Fil le Magnifique,169,266,162c6245e9f2dd64
