animation_id,animation_id_decimal,ids_symbol,ids_present,ini_present,symbol_class,symbol_gender,symbol_race,symbol_variant,animation_family,animation_type,engine_section,ini_resref,ini_source_bif,ini_sha256,split_bams,false_color,can_lie_down,detected_by_infravision,equip_helmet,resref,resref_paperdoll,resref_armor_base,resref_armor_specific,armor_max_code,height_code,height_code_helmet,height_code_shield,resref_weapon1,resref_weapon2,ini_sections_json,runtime_profile,runtime_supported,family_count,pipeline_ready_family_count,override_collision,blocker
0x7F61,32609,DRAGON_RED_JUVENILE,yes,yes,DRAGON_RED_JUVENILE,,,,0x7000,7000,monster,7F61.INI,data/Patch2.bif,3E6E5506B141C735208D89EA52F9A9408856EBBD3849B122F96635882E937458,0,0,1,1,,MDRJ,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""9"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""48"",""move_scale"":""11"",""personal_space"":""9"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""1"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MDRJ"",""split_bams"":""0""},""sounds"":{""attack"":""red01,blank"",""attack_backslash"":""red04,blank"",""attack_backslash_frame"":""2,0"",""attack_frame"":""2,0"",""attack_jab"":""red05,blank"",""attack_jab_frame"":""2,0"",""attack_slash"":""red03,blank"",""attack_slash_frame"":""2,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""red01,red02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""red06"",""damage_frame"":""0"",""die"":""red07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""red01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7F62,32610,DRAGON_GREEN_JUVENILE,yes,yes,DRAGON_GREEN_JUVENILE,,,,0x7000,7000,monster,7F62.INI,data/Patch2.bif,F99FEE8850FC29D169D37BA139B68394EFFEB150E590223323C29E74A3A588B2,0,0,1,1,,MDRJ,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""9"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""48"",""move_scale"":""11"",""new_palette"":""MDRJ_GR"",""personal_space"":""9"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""1"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MDRJ"",""split_bams"":""0""},""sounds"":{""attack"":""black01a,blank"",""attack_backslash"":""black04a,blank"",""attack_backslash_frame"":""2,0"",""attack_frame"":""2,0"",""attack_jab"":""black05,blank"",""attack_jab_frame"":""2,0"",""attack_slash"":""black03a,blank"",""attack_slash_frame"":""2,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""black01a,black02a"",""battle_cry_frame"":""0,0"",""cast"":""black02a"",""cast_frame"":""0"",""conjure"":""black03a"",""conjure_frame"":""0"",""damage"":""black06"",""damage_frame"":""0"",""die"":""black07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""black01a"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x8000,32768,GNOLL,yes,yes,GNOLL,,,,0x8000,8000,monster_layered,8000.INI,data/Patch2.bif,703EB67EC8F75C465D7803189D1221B03DE43C8BB4EFAE041902C2ECA08EAEF2,,,,,,MGNL,,,,,,,,S1,HB,"{""general"":{""animation_type"":""8000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""5"",""personal_space"":""3"",""sound_freq"":""7""},""monster_layered"":{""resref"":""MGNL"",""resref_weapon1"":""S1"",""resref_weapon2"":""HB""},""sounds"":{""attack"":""gnoll03,blank"",""attack_backslash"":"""",""attack_backslash_frame"":""0"",""attack_frame"":""0,0"",""attack_jab"":"""",""attack_jab_frame"":""0"",""attack_slash"":"""",""attack_slash_frame"":""0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""gnoll03,gnoll04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""gnoll08"",""damage_frame"":""0"",""die"":""gnoll09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""gnoll03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x8100,33024,HOBGOBLIN,yes,yes,HOBGOBLIN,,,,0x8000,8000,monster_layered,8100.INI,data/Patch2.bif,0672A0CC66F10E0DB6B5A6F27E106A8450838D951CB2D91123D36D05891DE75B,,,,,,MHOB,,,,,,,,S1,BW,"{""general"":{""animation_type"":""8000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""5"",""personal_space"":""3"",""sound_freq"":""7""},""monster_layered"":{""resref"":""MHOB"",""resref_weapon1"":""S1"",""resref_weapon2"":""BW""},""sounds"":{""attack"":""hobgl10,blank,blank"",""attack_backslash"":""hobgl06,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""hobgl06,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""hobgl06,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""hobgl03,hobgl04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""hobgl08"",""damage_frame"":""0"",""die"":""hobgl09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_02b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""hobgl01,hobgl02"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x8200,33280,KOBOLD,yes,yes,KOBOLD,,,,0x8000,8000,monster_layered,8200.INI,data/Patch2.bif,F2B65D9ED3DC613F9332D51A41D8327B9F7B1A43522B584E2166186B615FBCF9,,,,,,MKOB,,,,,,,,SS,BW,"{""general"":{""animation_type"":""8000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""6"",""personal_space"":""3"",""sound_freq"":""9""},""monster_layered"":{""resref"":""MKOB"",""resref_weapon1"":""SS"",""resref_weapon2"":""BW""},""sounds"":{""attack"":""kobld01,blank,blank"",""attack_backslash"":"""",""attack_backslash_frame"":""0"",""attack_frame"":""0,0,0"",""attack_jab"":"""",""attack_jab_frame"":""0"",""attack_slash"":"""",""attack_slash_frame"":""0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""kobld03,kobld04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""kobld08"",""damage_frame"":""0"",""die"":""kobld09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_01b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""kobld03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x9000,36864,OGRE,yes,yes,OGRE,,,,0x9000,9000,monster_large,9000.INI,data/Patch2.bif,3C6552D28F5ED9AFC958384531A2DD93AEDD564788E118D966DCA9E2AE09E924,,1,,1,,MOGR,,,,,,,,,,"{""general"":{""animation_type"":""9000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""6"",""personal_space"":""3"",""sound_freq"":""8""},""monster_large"":{""detected_by_infravision"":""1"",""false_color"":""1"",""resref"":""MOGR""},""sounds"":{""attack"":""ogree01,blank,blank"",""attack_backslash"":"""",""attack_backslash_frame"":""0"",""attack_frame"":""0,0,0"",""attack_jab"":"""",""attack_jab_frame"":""0"",""attack_slash"":"""",""attack_slash_frame"":""0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""ogree03,ogree04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""ogree08"",""damage_frame"":""0"",""die"":""ogree09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""ogree03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xA000,40960,WYVERN,yes,yes,WYVERN,,,,0xA000,A000,monster_large16,A000.INI,data/Patch2.bif,CF49231A8C1D1A5D98281A7902AFF0705AD23B4CA92ED07E9426504FD7F60B8F,,0,,,,MWYV,,,,,,,,,,"{""general"":{""animation_type"":""a000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""8"",""personal_space"":""3"",""sound_freq"":""8""},""monster_large16"":{""false_color"":""0"",""resref"":""MWYV""},""sounds"":{""attack"":""wyvsr03,wyvsr05,blank"",""attack_backslash"":""wyvsr05,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""wyvsr06"",""attack_jab_frame"":""0"",""attack_slash"":""wyvsr03,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""wyvsr01"",""battle_cry_frame"":""0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""wyvsr07,wyvsr08"",""damage_frame"":""0,0"",""die"":""wyvsr09,wyvsr02"",""die_frame"":""0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":""wyvsr10"",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""wyvsr03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xA100,41216,CARRION_CRAWLER,yes,yes,CARRION_CRAWLER,,,,0xA000,A000,monster_large16,A100.INI,data/Patch2.bif,E05AFFACA5BD1953E32F5216F09B0082661C58292442424DC8BEF953EFC05485,,0,,0,,MCAR,,,,,,,,,,"{""general"":{""animation_type"":""a000"",""cast_frame"":""4"",""color_blood"":""56"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""6"",""personal_space"":""3"",""sound_freq"":""16""},""monster_large16"":{""detected_by_infravision"":""0"",""false_color"":""0"",""resref"":""MCAR""},""sounds"":{""attack"":""carrn03,blank,blank"",""attack_backslash"":""carrn06,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""carrn06,blank,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""carrn05,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""carrn03,carrn04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""carrn08"",""damage_frame"":""0,0"",""die"":""carrn09"",""die_frame"":""0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""carrn03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xA200,41472,WYVERN_WHITE,yes,yes,WYVERN_WHITE,,,,0xA000,A000,monster_large16,A200.INI,data/Patch2.bif,CF3B248BF82080407953C61B268211E502E9C5B8DED643B3E693F757DEF8DAFE,,0,,,,MWYV,,,,,,,,,,"{""general"":{""animation_type"":""a000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""24"",""move_scale"":""8"",""new_palette"":""MWYV_WS"",""personal_space"":""4"",""sound_freq"":""8""},""monster_large16"":{""false_color"":""0"",""resref"":""MWYV""},""sounds"":{""attack"":""wyvsr03,wyvsr05,blank"",""attack_backslash"":""wyvsr05,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""wyvsr06"",""attack_jab_frame"":""0"",""attack_slash"":""wyvsr03,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""wyvsr01"",""battle_cry_frame"":""0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""wyvsr07,wyvsr08"",""damage_frame"":""0,0"",""die"":""wyvsr09,wyvsr02"",""die_frame"":""0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":""wyvsr10"",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""wyvsr03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xA201,41473,MEGALOCENTIPEDE,yes,yes,MEGALOCENTIPEDE,,,,0xA000,A000,monster_large16,A201.INI,data/Patch2.bif,213E6E4AF95B31A39F2116E138FCDC0955284D95F466D64EABBB93E5A515347B,,0,,0,,MCEN,,,,,,,,,,"{""general"":{""animation_type"":""a000"",""cast_frame"":""4"",""color_blood"":""53"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""11"",""personal_space"":""3"",""sound_freq"":""16""},""monster_large16"":{""detected_by_infravision"":""0"",""false_color"":""0"",""resref"":""MCEN""},""sounds"":{""attack"":""carrn03,blank,blank"",""attack_backslash"":""carrn06,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""carrn06,blank,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""carrn05,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""carrn03,carrn04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""carrn08"",""damage_frame"":""0,0"",""die"":""carrn09"",""die_frame"":""0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""carrn03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xA202,41474,TUNNEL_WORM,yes,yes,TUNNEL_WORM,,,,0xA000,A000,monster_large16,A202.INI,data/Patch2.bif,33FB9E83A60567ECBD7D45CE6787B8BEA27CD9C076BE87EF993F31B77969EF43,,0,,0,,MTUN,,,,,,,,,,"{""general"":{""animation_type"":""a000"",""cast_frame"":""4"",""color_blood"":""53"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""6"",""personal_space"":""3"",""sound_freq"":""16""},""monster_large16"":{""detected_by_infravision"":""0"",""false_color"":""0"",""resref"":""MTUN""},""sounds"":{""attack"":""carrn03,blank,blank"",""attack_backslash"":""carrn06,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""carrn06,blank,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""carrn05,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""carrn03,carrn04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""carrn08"",""damage_frame"":""0,0"",""die"":""carrn09"",""die_frame"":""0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""carrn03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xB000,45056,COW,yes,yes,COW,,,,0xB000,B000,ambient_static,B000.INI,data/Patch2.bif,C2577C1B8B1192AEE218ADC6BCA7BBFEF2EA72E758681E7E84BCF8E21105598C,,0,,,,ACOW,,,,,,,,,,"{""ambient_static"":{""false_color"":""0"",""invulnerable"":""0"",""resref"":""ACOW""},""general"":{""animation_type"":""b000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""32"",""move_scale"":""0"",""personal_space"":""5"",""sound_freq"":""-1""},""sounds"":{""attack"":""amb_e42b,blank,blank"",""attack_backslash"":""amb_e42b,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""amb_e42b,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""amb_e42b,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""amb_e42a,blank"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""amb_e42a"",""damage_frame"":""0"",""die"":""amb_e42c,amb_e42c,amb_e42d"",""die_frame"":""0,0,0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":""amb_e42a,amb_e42b,blank,blank,blank,blank"",""head_turn_frame"":""0,0,0,0,0,0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""amb_e42b,blank"",""selection_frame"":""0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xB100,45312,HORSE,yes,yes,HORSE,,,,0xB000,B000,ambient_static,B100.INI,data/Patch2.bif,3D70DB440E4A923719D0F7D4A1A380AC8D59EB38FBE0548B94FF43DFE9F731D0,,0,,,,AHRS,,,,,,,,,,"{""ambient_static"":{""false_color"":""0"",""invulnerable"":""0"",""resref"":""AHRS""},""general"":{""animation_type"":""b000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""32"",""move_scale"":""0"",""personal_space"":""5"",""sound_freq"":""-1""},""sounds"":{""attack"":""amb_e46b,blank,blank"",""attack_backslash"":""amb_e46b,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""amb_e46b,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""amb_e46b,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""amb_e46b,blank"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""amb_e46b"",""damage_frame"":""0"",""die"":""amb_e46e"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":""amb_e46a,amb_e46b,blank,blank,blank,blank"",""head_turn_frame"":""0,0,0,0,0,0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""amb_e46a,amb_e46b,blank"",""selection_frame"":""0,0,0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xB200,45568,STATIC_BEGGAR_MAN,yes,yes,STATIC_BEGGAR_MAN,,,,0xB000,B000,ambient_static,B200.INI,data/Patch2.bif,646301DCB8ED6C95BD1E3D9F3E74B2AE250DF61755033884958822B728B4F7C9,,1,,,,NBEGL,,,,,,,,,,"{""ambient_static"":{""false_color"":""1"",""invulnerable"":""0"",""resref"":""NBEGL""},""general"":{""animation_type"":""b000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""0"",""personal_space"":""3"",""sound_freq"":""-1""},""sounds"":{""attack"":"""",""attack_backslash"":"""",""attack_backslash_frame"":""0"",""attack_frame"":""0"",""attack_jab"":"""",""attack_jab_frame"":""0"",""attack_slash"":"""",""attack_slash_frame"":""0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":"""",""battle_cry_frame"":""0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":"""",""damage_frame"":""0"",""die"":"""",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_02b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":"""",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xB210,45584,STATIC_HARLOT_WOMAN,yes,yes,STATIC_HARLOT_WOMAN,,,,0xB000,B000,ambient_static,B210.INI,data/Patch2.bif,FEB312F4CED615AA0C44770740FB95B20EE65026C42B9B3AD71168D5752D21CC,,1,,,,NPROL,,,,,,,,,,"{""ambient_static"":{""false_color"":""1"",""invulnerable"":""0"",""resref"":""NPROL""},""general"":{""animation_type"":""b000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""0"",""personal_space"":""3"",""sound_freq"":""-1""},""sounds"":{""attack"":"""",""attack_backslash"":"""",""attack_backslash_frame"":""0"",""attack_frame"":""0"",""attack_jab"":"""",""attack_jab_frame"":""0"",""attack_slash"":"""",""attack_slash_frame"":""0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":"""",""battle_cry_frame"":""0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":"""",""damage_frame"":""0"",""die"":"""",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_02b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":"""",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0xB300,45824,STATIC_BOY,yes,yes,STATIC_BOY,,,,0xB000,B000,ambient_static,B300.INI,data/Patch2.bif,5FE9E5A330C3FBE47B8BF30984E6DAF4EF6EC2B30CE3895BD22DFDC6AC1B1ACD,,1,,,,NBOYL,,,,,,,,,,"{""ambient_static"":{""false_color"":""1"",""invulnerable"":""1"",""resref"":""NBOYL""},""general"":{""animation_type"":""b000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""0"",""ellipse"":""16"",""move_scale"":""0"",""personal_space"":""3"",""sound_freq"":""-1""},""sounds"":{""attack"":"""",""attack_backslash"":"""",""attack_backslash_frame"":""0"",""attack_frame"":""0"",""attack_jab"":"""",""attack_jab_frame"":""0"",""attack_slash"":"""",""attack_slash_frame"":""0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":"""",""battle_cry_frame"":""0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":"""",""damage_frame"":""0"",""die"":"""",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_01b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":"""",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
