asset_key,asset_id,family_id,variant_id,asset_directory,source_set_sha256,production_run,production_run_sha256,production_state,selected_run,selected_run_sha256,qa_state,qa_evidence,installation_state,installation_receipt,catalog_generation,release_state,release_candidate,notes
sprites:family:0x6002:helmet:item-animation-code:JC:WQSJC:x2-nearest,sprites:family:0x6002:helmet:item-animation-code:JC:WQSJC,0x6002:helmet:item-animation-code:JC:WQSJC,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/helm12-wqsjc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:helmet:item-animation-code:YW:WQSYW:x2-nearest,sprites:family:0x6002:helmet:item-animation-code:YW:WQSYW,0x6002:helmet:item-animation-code:YW:WQSYW,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/wings01b-wqsyw,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:helmet:item-animation-code:ZW:WQSZW:x2-nearest,sprites:family:0x6002:helmet:item-animation-code:ZW:WQSZW,0x6002:helmet:item-animation-code:ZW:WQSZW,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/wings01-wqszw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C0:WQSC0:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C0:WQSC0,0x6002:shield:item-animation-code:C0:WQSC0,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/shld01-wqsc0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C1:WQSC1:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C1:WQSC1,0x6002:shield:item-animation-code:C1:WQSC1,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/shld03-wqsc1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C2:WQSC2:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C2:WQSC2,0x6002:shield:item-animation-code:C2:WQSC2,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/shld05-wqsc2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C3:WQSC3:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C3:WQSC3,0x6002:shield:item-animation-code:C3:WQSC3,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/chalshld-wqsc3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C4:WQSC4:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C4:WQSC4,0x6002:shield:item-animation-code:C4:WQSC4,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/ohshld50-wqsc4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C5:WQSC5:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C5:WQSC5,0x6002:shield:item-animation-code:C5:WQSC5,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/shld26-wqsc5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C6:WQSC6:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C6:WQSC6,0x6002:shield:item-animation-code:C6:WQSC6,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/shld07-wqsc6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:C7:WQSC7:x2-nearest,sprites:family:0x6002:shield:item-animation-code:C7:WQSC7,0x6002:shield:item-animation-code:C7:WQSC7,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/dwshld01-wqsc7,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:D1:WQSD1:x2-nearest,sprites:family:0x6002:shield:item-animation-code:D1:WQSD1,0x6002:shield:item-animation-code:D1:WQSD1,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/bdshld01-wqsd1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:D2:WQSD2:x2-nearest,sprites:family:0x6002:shield:item-animation-code:D2:WQSD2,0x6002:shield:item-animation-code:D2:WQSD2,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/dshld01-wqsd2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:D3:WQSD3:x2-nearest,sprites:family:0x6002:shield:item-animation-code:D3:WQSD3,0x6002:shield:item-animation-code:D3:WQSD3,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/ishld03-wqsd3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:shield:item-animation-code:D4:WQSD4:x2-nearest,sprites:family:0x6002:shield:item-animation-code:D4:WQSD4,0x6002:shield:item-animation-code:D4:WQSD4,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/shld05a-wqsd4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:AX:WQSAX:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:AX:WQSAX,0x6002:weapon:item-animation-code:AX:WQSAX,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/ax1h01-wqsax,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:BS:WQSBS:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:BS:WQSBS,0x6002:weapon:item-animation-code:BS:WQSBS,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/bow05-wqsbs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:BW:WQSBW:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:BW:WQSBW,0x6002:weapon:item-animation-code:BW:WQSBW,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/arropheo-wqsbw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:CB:WQSCB:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:CB:WQSCB,0x6002:weapon:item-animation-code:CB:WQSCB,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/dwxbow01-wqscb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:CL:WQSCL:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:CL:WQSCL,0x6002:weapon:item-animation-code:CL:WQSCL,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/blun01-wqscl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:DD:WQSDD:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:DD:WQSDD,0x6002:weapon:item-animation-code:DD:WQSDD,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/cdnebdag-wqsdd,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:F0:WQSF0:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:F0:WQSF0,0x6002:weapon:item-animation-code:F0:WQSF0,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/blun13-wqsf0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:F1:WQSF1:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:F1:WQSF1,0x6002:weapon:item-animation-code:F1:WQSF1,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/blun14d-wqsf1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:F2:WQSF2:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:F2:WQSF2,0x6002:weapon:item-animation-code:F2:WQSF2,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/npsw06-wqsf2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:F3:WQSF3:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:F3:WQSF3,0x6002:weapon:item-animation-code:F3:WQSF3,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/blun14-wqsf3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:FL:WQSFL:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:FL:WQSFL,0x6002:weapon:item-animation-code:FL:WQSFL,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/barlfl-wqsfl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:FS:WQSFS:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:FS:WQSFS,0x6002:weapon:item-animation-code:FS:WQSFS,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/comps39-wqsfs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:GS:WQSGS:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:GS:WQSGS,0x6002:weapon:item-animation-code:GS:WQSGS,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/staf11-wqsgs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:H6:WQSH6:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:H6:WQSH6,0x6002:weapon:item-animation-code:H6:WQSH6,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/bearspir-wqsh6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:HB:WQSHB:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:HB:WQSHB,0x6002:weapon:item-animation-code:HB:WQSHB,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/dwhalb01-wqshb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:M2:WQSM2:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:M2:WQSM2,0x6002:weapon:item-animation-code:M2:WQSM2,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/blun12-wqsm2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:MC:WQSMC:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:MC:WQSMC,0x6002:weapon:item-animation-code:MC:WQSMC,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/blun04-wqsmc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:MS:WQSMS:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:MS:WQSMS,0x6002:weapon:item-animation-code:MS:WQSMS,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/blun06-wqsms,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:Q2:WQSQ2:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:Q2:WQSQ2,0x6002:weapon:item-animation-code:Q2:WQSQ2,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/staf02-wqsq2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:Q3:WQSQ3:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:Q3:WQSQ3,0x6002:weapon:item-animation-code:Q3:WQSQ3,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/misc5t-wqsq3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:Q4:WQSQ4:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:Q4:WQSQ4,0x6002:weapon:item-animation-code:Q4:WQSQ4,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/staf09-wqsq4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:QS:WQSQS:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:QS:WQSQS,0x6002:weapon:item-animation-code:QS:WQSQS,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/enstaff-wqsqs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:S0:WQSS0:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:S0:WQSS0,0x6002:weapon:item-animation-code:S0:WQSS0,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/sw1h01-wqss0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:S1:WQSS1:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:S1:WQSS1,0x6002:weapon:item-animation-code:S1:WQSS1,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/bdsw1h06-wqss1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:S2:WQSS2:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:S2:WQSS2,0x6002:weapon:item-animation-code:S2:WQSS2,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/bdsw2h01-wqss2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:S3:WQSS3:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:S3:WQSS3,0x6002:weapon:item-animation-code:S3:WQSS3,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/misc9q-wqss3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:SC:WQSSC:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:SC:WQSSC,0x6002:weapon:item-animation-code:SC:WQSSC,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/dwsw1h01-wqssc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:SL:WQSSL:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:SL:WQSSL,0x6002:weapon:item-animation-code:SL:WQSSL,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/ohnslng1-wqssl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:SP:WQSSP:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:SP:WQSSP,0x6002:weapon:item-animation-code:SP:WQSSP,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/dwsper01-wqssp,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:SS:WQSSS:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:SS:WQSSS,0x6002:weapon:item-animation-code:SS:WQSSS,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/chalcy1-wqsss,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6002:weapon:item-animation-code:WH:WQSWH:x2-nearest,sprites:family:0x6002:weapon:item-animation-code:WH:WQSWH,0x6002:weapon:item-animation-code:WH:WQSWH,x2-nearest,sprite/families/playable-characters/6002-dwarf-male-cleric/aegis-wqswh,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:body:armor-code:1:CIMB1:x2-nearest,sprites:family:0x6003:body:armor-code:1:CIMB1,0x6003:body:armor-code:1:CIMB1,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/cimb1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:body:armor-code:2:CIMB2:x2-nearest,sprites:family:0x6003:body:armor-code:2:CIMB2,0x6003:body:armor-code:2:CIMB2,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/cimb2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:body:armor-code:3:CIMB3:x2-nearest,sprites:family:0x6003:body:armor-code:3:CIMB3,0x6003:body:armor-code:3:CIMB3,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/cimb3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:body:armor-code:4:CIMC4:x2-nearest,sprites:family:0x6003:body:armor-code:4:CIMC4,0x6003:body:armor-code:4:CIMC4,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/cimc4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:H0:WQSH0:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:H0:WQSH0,0x6003:helmet:item-animation-code:H0:WQSH0,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/bdhelm09-wqsh0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:H1:WQSH1:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:H1:WQSH1,0x6003:helmet:item-animation-code:H1:WQSH1,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/misc9p-wqsh1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:H2:WQSH2:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:H2:WQSH2,0x6003:helmet:item-animation-code:H2:WQSH2,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/dhelm01-wqsh2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:H5:WQSH5:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:H5:WQSH5,0x6003:helmet:item-animation-code:H5:WQSH5,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/ihelm10-wqsh5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J0:WQSJ0:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J0:WQSJ0,0x6003:helmet:item-animation-code:J0:WQSJ0,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm15-wqsj0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J1:WQSJ1:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J1:WQSJ1,0x6003:helmet:item-animation-code:J1:WQSJ1,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/chalhelm-wqsj1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J2:WQSJ2:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J2:WQSJ2,0x6003:helmet:item-animation-code:J2:WQSJ2,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm21-wqsj2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J3:WQSJ3:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J3:WQSJ3,0x6003:helmet:item-animation-code:J3:WQSJ3,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm02-wqsj3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J4:WQSJ4:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J4:WQSJ4,0x6003:helmet:item-animation-code:J4:WQSJ4,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm16-wqsj4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J5:WQSJ5:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J5:WQSJ5,0x6003:helmet:item-animation-code:J5:WQSJ5,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm13-wqsj5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J6:WQSJ6:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J6:WQSJ6,0x6003:helmet:item-animation-code:J6:WQSJ6,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm01-wqsj6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J7:WQSJ7:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J7:WQSJ7,0x6003:helmet:item-animation-code:J7:WQSJ7,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm07-wqsj7,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J8:WQSJ8:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J8:WQSJ8,0x6003:helmet:item-animation-code:J8:WQSJ8,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm03-wqsj8,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:J9:WQSJ9:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:J9:WQSJ9,0x6003:helmet:item-animation-code:J9:WQSJ9,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/compon05-wqsj9,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:JA:WQSJA:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:JA:WQSJA,0x6003:helmet:item-animation-code:JA:WQSJA,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm05-wqsja,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:JB:WQSJB:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:JB:WQSJB,0x6003:helmet:item-animation-code:JB:WQSJB,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/bdhelm16-wqsjb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:JC:WQSJC:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:JC:WQSJC,0x6003:helmet:item-animation-code:JC:WQSJC,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/helm12-wqsjc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:YW:WQSYW:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:YW:WQSYW,0x6003:helmet:item-animation-code:YW:WQSYW,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/wings01b-wqsyw,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:helmet:item-animation-code:ZW:WQSZW:x2-nearest,sprites:family:0x6003:helmet:item-animation-code:ZW:WQSZW,0x6003:helmet:item-animation-code:ZW:WQSZW,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/wings01-wqszw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C0:WQHC0:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C0:WQHC0,0x6003:shield:item-animation-code:C0:WQHC0,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/shld01-wqhc0,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C1:WQHC1:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C1:WQHC1,0x6003:shield:item-animation-code:C1:WQHC1,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/shld03-wqhc1,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C2:WQHC2:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C2:WQHC2,0x6003:shield:item-animation-code:C2:WQHC2,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/shld05-wqhc2,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C3:WQHC3:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C3:WQHC3,0x6003:shield:item-animation-code:C3:WQHC3,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/chalshld-wqhc3,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C4:WQHC4:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C4:WQHC4,0x6003:shield:item-animation-code:C4:WQHC4,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/ohshld50-wqhc4,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C5:WQHC5:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C5:WQHC5,0x6003:shield:item-animation-code:C5:WQHC5,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/shld26-wqhc5,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C6:WQHC6:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C6:WQHC6,0x6003:shield:item-animation-code:C6:WQHC6,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/shld07-wqhc6,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:C7:WQHC7:x2-nearest,sprites:family:0x6003:shield:item-animation-code:C7:WQHC7,0x6003:shield:item-animation-code:C7:WQHC7,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/dwshld01-wqhc7,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:D1:WQHD1:x2-nearest,sprites:family:0x6003:shield:item-animation-code:D1:WQHD1,0x6003:shield:item-animation-code:D1:WQHD1,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/bdshld01-wqhd1,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:D2:WQHD2:x2-nearest,sprites:family:0x6003:shield:item-animation-code:D2:WQHD2,0x6003:shield:item-animation-code:D2:WQHD2,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/dshld01-wqhd2,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:D3:WQHD3:x2-nearest,sprites:family:0x6003:shield:item-animation-code:D3:WQHD3,0x6003:shield:item-animation-code:D3:WQHD3,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/ishld03-wqhd3,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:shield:item-animation-code:D4:WQHD4:x2-nearest,sprites:family:0x6003:shield:item-animation-code:D4:WQHD4,0x6003:shield:item-animation-code:D4:WQHD4,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/shld05a-wqhd4,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:weapon:item-animation-code:AX:WQSAX:x2-nearest,sprites:family:0x6003:weapon:item-animation-code:AX:WQSAX,0x6003:weapon:item-animation-code:AX:WQSAX,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/ax1h01-wqsax,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x6003:weapon:item-animation-code:BS:WQSBS:x2-nearest,sprites:family:0x6003:weapon:item-animation-code:BS:WQSBS,0x6003:weapon:item-animation-code:BS:WQSBS,x2-nearest,sprite/families/playable-characters/6003-halfling-male-cleric/bow05-wqsbs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
