asset_key,resref,family,usage_count,owner_count
icon:IBRAC19,IBRAC19,item-inventory,1,1
icon:IBRAC20,IBRAC20,item-inventory,1,1
icon:IBRAC21,IBRAC21,item-inventory,2,2
icon:IBRAC22,IBRAC22,item-inventory,1,1
icon:IBRAC23,IBRAC23,item-inventory,1,1
icon:IBRAC24,IBRAC24,item-inventory,2,2
icon:IBRAC25,IBRAC25,item-inventory,1,1
icon:IBRAC26,IBRAC26,item-inventory,1,1
icon:IBRDFLUT,IBRDFLUT,item-inventory,4,4
icon:IBULL01,IBULL01,item-inventory,2,2
icon:IBULL02,IBULL02,item-inventory,1,1
icon:IBULL03,IBULL03,item-inventory,1,1
icon:IBULL04,IBULL04,item-inventory,1,1
icon:IBULL05,IBULL05,item-inventory,1,1
icon:IBULL06,IBULL06,item-inventory,1,1
icon:IBZPLO01,IBZPLO01,item-inventory,1,1
icon:IBZPLO02,IBZPLO02,item-inventory,1,1
icon:ICHAN01,ICHAN01,item-inventory,3,3
icon:ICHAN02,ICHAN02,item-inventory,1,1
icon:ICHAN03,ICHAN03,item-inventory,1,1
icon:ICHAN04,ICHAN04,item-inventory,3,3
icon:ICHAN05,ICHAN05,item-inventory,1,1
icon:ICHAN06,ICHAN06,item-inventory,1,1
icon:ICHAN07,ICHAN07,item-inventory,1,1
icon:ICHAN08,ICHAN08,item-inventory,1,1
icon:ICHAN09,ICHAN09,item-inventory,3,3
icon:ICHAN10,ICHAN10,item-inventory,1,1
icon:ICHAN11,ICHAN11,item-inventory,1,1
icon:ICHAN12,ICHAN12,item-inventory,1,1
icon:ICHAN13,ICHAN13,item-inventory,1,1
icon:ICHAN14,ICHAN14,item-inventory,1,1
icon:ICHAN15,ICHAN15,item-inventory,1,1
icon:ICHAN16,ICHAN16,item-inventory,1,1
icon:ICHAN17,ICHAN17,item-inventory,2,2
icon:ICHAN18,ICHAN18,item-inventory,1,1
icon:ICHAN19,ICHAN19,item-inventory,1,1
icon:ICHAN20,ICHAN20,item-inventory,1,1
icon:ICHAN21,ICHAN21,item-inventory,1,1
icon:ICHILL,ICHILL,item-inventory,1,1
icon:ICLCK01,ICLCK01,item-inventory,1,1
icon:ICLCK02,ICLCK02,item-inventory,1,1
icon:ICLCK03,ICLCK03,item-inventory,1,1
icon:ICLCK04,ICLCK04,item-inventory,1,1
icon:ICLCK05,ICLCK05,item-inventory,1,1
icon:ICLCK06,ICLCK06,item-inventory,1,1
icon:ICLCK07,ICLCK07,item-inventory,1,1
icon:ICLCK08,ICLCK08,item-inventory,2,2
icon:ICLCK09,ICLCK09,item-inventory,1,1
icon:ICLCK10,ICLCK10,item-inventory,2,2
icon:ICLCK11,ICLCK11,item-inventory,1,1
icon:ICLCK12,ICLCK12,item-inventory,3,3
icon:ICLCK13,ICLCK13,item-inventory,1,1
icon:ICLCK14,ICLCK14,item-inventory,1,1
icon:ICLCK15,ICLCK15,item-inventory,4,4
icon:ICLCK16,ICLCK16,item-inventory,2,2
icon:ICLCK17,ICLCK17,item-inventory,3,3
icon:ICLCK20,ICLCK20,item-inventory,1,1
icon:ICLCK23,ICLCK23,item-inventory,1,1
icon:ICLCK24,ICLCK24,item-inventory,1,1
icon:ICLCK25,ICLCK25,item-inventory,1,1
icon:ICLCK26,ICLCK26,item-inventory,1,1
icon:ICLCK27,ICLCK27,item-inventory,1,1
icon:ICLCK28,ICLCK28,item-inventory,2,2
icon:ICLCK29,ICLCK29,item-inventory,1,1
icon:ICLCK31,ICLCK31,item-inventory,1,1
icon:ICLCK32,ICLCK32,item-inventory,1,1
icon:ICLCK33,ICLCK33,item-inventory,1,1
icon:ICOMPO01,ICOMPO01,item-inventory,1,1
icon:ICOMPO02,ICOMPO02,item-inventory,1,1
icon:ICOMPO03,ICOMPO03,item-inventory,1,1
icon:ICOMPO08,ICOMPO08,item-inventory,1,1
icon:ICOMPO11,ICOMPO11,item-inventory,1,1
icon:ICOMPO12,ICOMPO12,item-inventory,1,1
icon:ICOMPO13,ICOMPO13,item-inventory,1,1
icon:ICOMPO14,ICOMPO14,item-inventory,1,1
icon:ICOMPO16,ICOMPO16,item-inventory,1,1
icon:ICOMPO18,ICOMPO18,item-inventory,1,1
icon:ICOMPO19,ICOMPO19,item-inventory,1,1
icon:ICRITICL,ICRITICL,item-inventory,1,1
icon:IDAGG01,IDAGG01,item-inventory,5,5
icon:IDAGG02,IDAGG02,item-inventory,1,1
icon:IDAGG03,IDAGG03,item-inventory,1,1
icon:IDAGG04,IDAGG04,item-inventory,1,1
icon:IDAGG05,IDAGG05,item-inventory,2,2
icon:IDAGG09,IDAGG09,item-inventory,1,1
icon:IDAGG10,IDAGG10,item-inventory,3,3
icon:IDAGG11,IDAGG11,item-inventory,1,1
icon:IDAGG12,IDAGG12,item-inventory,2,2
icon:IDAGG12H,IDAGG12H,item-inventory,1,1
icon:IDAGG13,IDAGG13,item-inventory,3,3
icon:IDAGG14,IDAGG14,item-inventory,1,1
icon:IDAGG15,IDAGG15,item-inventory,1,1
icon:IDAGG16,IDAGG16,item-inventory,1,1
icon:IDAGG17,IDAGG17,item-inventory,1,1
icon:IDAGG18,IDAGG18,item-inventory,1,1
icon:IDAGG19,IDAGG19,item-inventory,1,1
icon:IDAGG21,IDAGG21,item-inventory,2,2
icon:IDAGG23,IDAGG23,item-inventory,1,1
icon:IDAGG24,IDAGG24,item-inventory,1,1
icon:IDART01,IDART01,item-inventory,2,2
icon:IDART02,IDART02,item-inventory,1,1
icon:IDART03,IDART03,item-inventory,2,2
icon:IDART04,IDART04,item-inventory,2,2
icon:IDART05,IDART05,item-inventory,1,1
icon:IDART06,IDART06,item-inventory,1,1
icon:IDART08,IDART08,item-inventory,1,1
icon:IDBLUN01,IDBLUN01,item-inventory,4,4
icon:IDBOLT01,IDBOLT01,item-inventory,1,1
icon:IDBOLT02,IDBOLT02,item-inventory,1,1
icon:IDBOLT03,IDBOLT03,item-inventory,1,1
icon:IDCHAN01,IDCHAN01,item-inventory,1,1
icon:IDCHAN02,IDCHAN02,item-inventory,1,1
icon:IDCLCK01,IDCLCK01,item-inventory,2,2
icon:IDDUST01,IDDUST01,item-inventory,4,4
icon:IDHALB01,IDHALB01,item-inventory,1,1
icon:IDPLAT01,IDPLAT01,item-inventory,1,1
icon:IDSHLD01,IDSHLD01,item-inventory,1,1
icon:IDSPER01,IDSPER01,item-inventory,1,1
icon:IDSW1H01,IDSW1H01,item-inventory,1,1
icon:IDSW1H02,IDSW1H02,item-inventory,1,1
icon:IDXBOW01,IDXBOW01,item-inventory,1,1
icon:IENBLADE,IENBLADE,item-inventory,1,1
icon:IFIGUR01,IFIGUR01,item-inventory,1,1
icon:IFIRSEED,IFIRSEED,item-inventory,1,1
icon:IFIST,IFIST,item-inventory,1,1
icon:IFLAMS01,IFLAMS01,item-inventory,3,3
icon:IGBER01,IGBER01,item-inventory,1,1
icon:IGHOUL,IGHOUL,item-inventory,15,15
icon:IGLBBLU1,IGLBBLU1,item-inventory,4,4
icon:IGLBGRE1,IGLBGRE1,item-inventory,4,4
icon:IGLBPUR1,IGLBPUR1,item-inventory,4,4
icon:IGLBRED1,IGLBRED1,item-inventory,4,4
icon:IHALB01,IHALB01,item-inventory,2,2
icon:IHALB02,IHALB02,item-inventory,2,2
icon:IHALB03,IHALB03,item-inventory,2,2
icon:IHALB04,IHALB04,item-inventory,2,2
icon:IHALB05,IHALB05,item-inventory,1,1
icon:IHALB06,IHALB06,item-inventory,1,1
icon:IHALB07,IHALB07,item-inventory,1,1
icon:IHALB08,IHALB08,item-inventory,1,1
icon:IHALB09,IHALB09,item-inventory,1,1
icon:IHALB09A,IHALB09A,item-inventory,1,1
icon:IHALB09B,IHALB09B,item-inventory,1,1
icon:IHALB10,IHALB10,item-inventory,1,1
icon:IHALB11,IHALB11,item-inventory,1,1
icon:IHALB12,IHALB12,item-inventory,1,1
icon:IHAMM01,IHAMM01,item-inventory,2,2
icon:IHAMM02,IHAMM02,item-inventory,1,1
icon:IHAMM03,IHAMM03,item-inventory,1,1
icon:IHAMM04,IHAMM04,item-inventory,1,1
icon:IHAMM06,IHAMM06,item-inventory,3,3
icon:IHAMM07,IHAMM07,item-inventory,2,2
icon:IHAMM08,IHAMM08,item-inventory,1,1
icon:IHAMM10,IHAMM10,item-inventory,4,4
icon:IHAMM12,IHAMM12,item-inventory,1,1
icon:IHARM,IHARM,item-inventory,1,1
icon:IHELM00,IHELM00,item-inventory,5,5
icon:IHELM03,IHELM03,item-inventory,1,1
icon:IHELM05,IHELM05,item-inventory,1,1
icon:IHELM06,IHELM06,item-inventory,1,1
icon:IHELM14,IHELM14,item-inventory,1,1
icon:IHELM17,IHELM17,item-inventory,1,1
icon:IHELM18,IHELM18,item-inventory,1,1
icon:IHELM19,IHELM19,item-inventory,1,1
icon:IHELM20,IHELM20,item-inventory,2,2
icon:IHELM21,IHELM21,item-inventory,1,1
icon:IHELM23,IHELM23,item-inventory,1,1
icon:IHELM24,IHELM24,item-inventory,1,1
icon:IHELM25,IHELM25,item-inventory,1,1
icon:IHELM26,IHELM26,item-inventory,1,1
icon:IHELM27,IHELM27,item-inventory,1,1
icon:IHELM29,IHELM29,item-inventory,3,3
icon:IHELM31,IHELM31,item-inventory,1,1
icon:IHELM32,IHELM32,item-inventory,1,1
icon:IHELM33,IHELM33,item-inventory,1,1
icon:IHUMB,IHUMB,spellbook,11,11
icon:IJELLY,IJELLY,item-inventory,2,2
icon:IKEY01,IKEY01,item-inventory,2,2
icon:IKEY02,IKEY02,item-inventory,4,4
icon:IKEY03,IKEY03,item-inventory,2,2
icon:IKEY04,IKEY04,item-inventory,1,1
icon:IKEY05,IKEY05,item-inventory,1,1
icon:IKEY06,IKEY06,item-inventory,1,1
icon:IKEY07,IKEY07,item-inventory,5,5
icon:IKEY08,IKEY08,item-inventory,1,1
icon:IKEY09,IKEY09,item-inventory,2,2
icon:IKEY10,IKEY10,item-inventory,4,4
icon:IKEY11,IKEY11,item-inventory,7,7
icon:IKEY12,IKEY12,item-inventory,1,1
icon:IKEY13,IKEY13,item-inventory,2,2
icon:IKEY14,IKEY14,item-inventory,1,1
icon:IKEY15,IKEY15,item-inventory,1,1
icon:IKEY16,IKEY16,item-inventory,1,1
icon:IKEY17,IKEY17,item-inventory,1,1
icon:IKEY18,IKEY18,item-inventory,1,1
icon:IKEY19,IKEY19,item-inventory,1,1
icon:IKEY20,IKEY20,item-inventory,1,1
icon:IKEY21,IKEY21,item-inventory,1,1
icon:IKEY22,IKEY22,item-inventory,3,3
icon:IKEY23,IKEY23,item-inventory,1,1
icon:IKEY24,IKEY24,item-inventory,2,2
icon:IKEY26,IKEY26,item-inventory,1,1
icon:ILEAT01,ILEAT01,item-inventory,2,2
icon:ILEAT02,ILEAT02,item-inventory,2,2
icon:ILEAT03,ILEAT03,item-inventory,1,1
icon:ILEAT04,ILEAT04,item-inventory,3,3
icon:ILEAT05,ILEAT05,item-inventory,1,1
icon:ILEAT06,ILEAT06,item-inventory,1,1
icon:ILEAT07,ILEAT07,item-inventory,1,1
icon:ILEAT08,ILEAT08,item-inventory,1,1
icon:ILEAT09,ILEAT09,item-inventory,1,1
icon:ILEAT10,ILEAT10,item-inventory,2,2
icon:ILEAT11,ILEAT11,item-inventory,1,1
icon:ILEAT12,ILEAT12,item-inventory,1,1
icon:ILEAT13,ILEAT13,item-inventory,1,1
icon:ILEAT14,ILEAT14,item-inventory,1,1
icon:ILEAT15,ILEAT15,item-inventory,1,1
icon:ILEAT16,ILEAT16,item-inventory,1,1
icon:ILEAT17,ILEAT17,item-inventory,1,1
icon:ILEAT18,ILEAT18,item-inventory,1,1
icon:ILEAT19,ILEAT19,item-inventory,1,1
icon:ILEAT20,ILEAT20,item-inventory,1,1
icon:ILEAT21,ILEAT21,item-inventory,1,1
icon:ILEAT22,ILEAT22,item-inventory,1,1
icon:ILEAT23,ILEAT23,item-inventory,1,1
icon:ILEAT24,ILEAT24,item-inventory,1,1
icon:IMETEORS,IMETEORS,item-inventory,1,1
icon:IMISC01,IMISC01,item-inventory,4,4
icon:IMISC07,IMISC07,item-inventory,1,1
icon:IMISC12,IMISC12,item-inventory,1,1
icon:IMISC13,IMISC13,item-inventory,2,2
icon:IMISC16,IMISC16,item-inventory,1,1
icon:IMISC17,IMISC17,item-inventory,1,1
icon:IMISC18,IMISC18,item-inventory,1,1
icon:IMISC19,IMISC19,item-inventory,1,1
icon:IMISC1B,IMISC1B,item-inventory,1,1
icon:IMISC1C,IMISC1C,item-inventory,1,1
icon:IMISC1G,IMISC1G,item-inventory,1,1
icon:IMISC1H,IMISC1H,item-inventory,1,1
icon:IMISC1I,IMISC1I,item-inventory,1,1
icon:IMISC1J,IMISC1J,item-inventory,4,4
icon:IMISC20,IMISC20,item-inventory,2,2
icon:IMISC21,IMISC21,item-inventory,1,1
icon:IMISC22,IMISC22,item-inventory,1,1
icon:IMISC23,IMISC23,item-inventory,1,1
icon:IMISC24,IMISC24,item-inventory,1,1
icon:IMISC25,IMISC25,item-inventory,1,1
icon:IMISC26,IMISC26,item-inventory,1,1
icon:IMISC27,IMISC27,item-inventory,1,1
icon:IMISC28,IMISC28,item-inventory,1,1
icon:IMISC29,IMISC29,item-inventory,1,1
icon:IMISC2A,IMISC2A,item-inventory,1,1
icon:IMISC2B,IMISC2B,item-inventory,1,1
icon:IMISC2C,IMISC2C,item-inventory,1,1
icon:IMISC2D,IMISC2D,item-inventory,1,1
icon:IMISC2E,IMISC2E,item-inventory,1,1
icon:IMISC2F,IMISC2F,item-inventory,1,1
icon:IMISC2G,IMISC2G,item-inventory,1,1
icon:IMISC2H,IMISC2H,item-inventory,1,1
icon:IMISC2I,IMISC2I,item-inventory,2,2
icon:IMISC2J,IMISC2J,item-inventory,4,4
icon:IMISC2K,IMISC2K,item-inventory,2,2
icon:IMISC2L,IMISC2L,item-inventory,2,2
icon:IMISC2M,IMISC2M,item-inventory,2,2
icon:IMISC2N,IMISC2N,item-inventory,1,1
icon:IMISC2P,IMISC2P,item-inventory,1,1
icon:IMISC30,IMISC30,item-inventory,1,1
icon:IMISC31,IMISC31,item-inventory,1,1
icon:IMISC32,IMISC32,item-inventory,1,1
icon:IMISC33,IMISC33,item-inventory,2,2
icon:IMISC34,IMISC34,item-inventory,1,1
icon:IMISC35,IMISC35,item-inventory,1,1
icon:IMISC36,IMISC36,item-inventory,2,2
icon:IMISC37,IMISC37,item-inventory,1,1
icon:IMISC38,IMISC38,item-inventory,2,2
icon:IMISC39,IMISC39,item-inventory,2,2
icon:IMISC3A,IMISC3A,item-inventory,11,11
icon:IMISC3C,IMISC3C,item-inventory,1,1
icon:IMISC3D,IMISC3D,item-inventory,1,1
icon:IMISC3E,IMISC3E,item-inventory,1,1
icon:IMISC3F,IMISC3F,item-inventory,1,1
icon:IMISC3H,IMISC3H,item-inventory,1,1
icon:IMISC3I,IMISC3I,item-inventory,1,1
icon:IMISC3J,IMISC3J,item-inventory,1,1
icon:IMISC3K,IMISC3K,item-inventory,1,1
icon:IMISC3L,IMISC3L,item-inventory,1,1
icon:IMISC3M,IMISC3M,item-inventory,2,2
icon:IMISC3N,IMISC3N,item-inventory,1,1
icon:IMISC3O,IMISC3O,item-inventory,1,1
icon:IMISC3P,IMISC3P,item-inventory,1,1
icon:IMISC40,IMISC40,item-inventory,1,1
icon:IMISC41,IMISC41,item-inventory,3,3
icon:IMISC42,IMISC42,item-inventory,1,1
icon:IMISC43,IMISC43,item-inventory,1,1
icon:IMISC44,IMISC44,item-inventory,1,1
icon:IMISC45,IMISC45,item-inventory,2,2
icon:IMISC47,IMISC47,item-inventory,1,1
icon:IMISC48,IMISC48,item-inventory,2,2
icon:IMISC49,IMISC49,item-inventory,3,3
icon:IMISC4A,IMISC4A,item-inventory,1,1
icon:IMISC4B,IMISC4B,item-inventory,1,1
icon:IMISC4C,IMISC4C,item-inventory,1,1
icon:IMISC4D,IMISC4D,item-inventory,1,1
icon:IMISC4E,IMISC4E,item-inventory,1,1
icon:IMISC4G,IMISC4G,item-inventory,1,1
icon:IMISC4H,IMISC4H,item-inventory,1,1
icon:IMISC4I,IMISC4I,item-inventory,1,1
icon:IMISC4J,IMISC4J,item-inventory,1,1
icon:IMISC4K,IMISC4K,item-inventory,1,1
icon:IMISC4L,IMISC4L,item-inventory,1,1
icon:IMISC4M,IMISC4M,item-inventory,1,1
icon:IMISC4N,IMISC4N,item-inventory,1,1
icon:IMISC4P,IMISC4P,item-inventory,3,3
icon:IMISC4Q,IMISC4Q,item-inventory,1,1
icon:IMISC4R,IMISC4R,item-inventory,1,1
icon:IMISC4S,IMISC4S,item-inventory,2,2
icon:IMISC4T,IMISC4T,item-inventory,1,1
icon:IMISC4U,IMISC4U,item-inventory,2,2
icon:IMISC4V,IMISC4V,item-inventory,9,9
icon:IMISC4W,IMISC4W,item-inventory,1,1
icon:IMISC4X,IMISC4X,item-inventory,1,1
icon:IMISC4Y,IMISC4Y,item-inventory,1,1
icon:IMISC4Z,IMISC4Z,item-inventory,1,1
icon:IMISC50,IMISC50,item-inventory,13,13
icon:IMISC51,IMISC51,item-inventory,2,2
icon:IMISC52,IMISC52,item-inventory,1,1
icon:IMISC53,IMISC53,item-inventory,2,2
icon:IMISC54,IMISC54,item-inventory,3,3
icon:IMISC55,IMISC55,item-inventory,1,1
icon:IMISC56,IMISC56,item-inventory,1,1
icon:IMISC57,IMISC57,item-inventory,1,1
icon:IMISC58,IMISC58,item-inventory,2,2
icon:IMISC59,IMISC59,item-inventory,1,1
icon:IMISC5A,IMISC5A,item-inventory,1,1
icon:IMISC5B,IMISC5B,item-inventory,1,1
icon:IMISC5C,IMISC5C,item-inventory,1,1
icon:IMISC5D,IMISC5D,item-inventory,1,1
icon:IMISC5E,IMISC5E,item-inventory,1,1
icon:IMISC5F,IMISC5F,item-inventory,1,1
icon:IMISC5H,IMISC5H,item-inventory,1,1
icon:IMISC5I,IMISC5I,item-inventory,1,1
icon:IMISC5J,IMISC5J,item-inventory,2,2
icon:IMISC5K,IMISC5K,item-inventory,1,1
icon:IMISC5L,IMISC5L,item-inventory,1,1
icon:IMISC5M,IMISC5M,item-inventory,1,1
icon:IMISC5N,IMISC5N,item-inventory,1,1
icon:IMISC5O,IMISC5O,item-inventory,1,1
icon:IMISC5P,IMISC5P,item-inventory,3,3
icon:IMISC5Q,IMISC5Q,item-inventory,1,1
icon:IMISC5R,IMISC5R,item-inventory,1,1
icon:IMISC5S,IMISC5S,item-inventory,2,2
icon:IMISC5T,IMISC5T,item-inventory,1,1
icon:IMISC5U,IMISC5U,item-inventory,1,1
icon:IMISC5V,IMISC5V,item-inventory,1,1
icon:IMISC5W,IMISC5W,item-inventory,1,1
icon:IMISC5X,IMISC5X,item-inventory,1,1
icon:IMISC5Y,IMISC5Y,item-inventory,1,1
icon:IMISC5Z,IMISC5Z,item-inventory,1,1
icon:IMISC60,IMISC60,item-inventory,1,1
icon:IMISC61,IMISC61,item-inventory,2,2
icon:IMISC62,IMISC62,item-inventory,1,1
icon:IMISC63,IMISC63,item-inventory,2,2
icon:IMISC64,IMISC64,item-inventory,1,1
icon:IMISC69,IMISC69,item-inventory,1,1
icon:IMISC6A,IMISC6A,item-inventory,1,1
icon:IMISC6B,IMISC6B,item-inventory,1,1
icon:IMISC6C,IMISC6C,item-inventory,1,1
icon:IMISC6D,IMISC6D,item-inventory,2,2
icon:IMISC6E,IMISC6E,item-inventory,1,1
icon:IMISC6F,IMISC6F,item-inventory,3,3
icon:IMISC6G,IMISC6G,item-inventory,1,1
icon:IMISC6H,IMISC6H,item-inventory,1,1
icon:IMISC6I,IMISC6I,item-inventory,1,1
icon:IMISC6J,IMISC6J,item-inventory,1,1
icon:IMISC6K,IMISC6K,item-inventory,1,1
icon:IMISC6L,IMISC6L,item-inventory,1,1
icon:IMISC6M,IMISC6M,item-inventory,4,4
icon:IMISC6N,IMISC6N,item-inventory,2,2
icon:IMISC6O,IMISC6O,item-inventory,1,1
icon:IMISC6P,IMISC6P,item-inventory,1,1
icon:IMISC6Q,IMISC6Q,item-inventory,1,1
icon:IMISC6R,IMISC6R,item-inventory,2,2
icon:IMISC6S,IMISC6S,item-inventory,1,1
icon:IMISC6T,IMISC6T,item-inventory,1,1
icon:IMISC6U,IMISC6U,item-inventory,2,2
icon:IMISC6V,IMISC6V,item-inventory,1,1
icon:IMISC6W,IMISC6W,item-inventory,1,1
icon:IMISC6X,IMISC6X,item-inventory,1,1
icon:IMISC6Y,IMISC6Y,item-inventory,1,1
icon:IMISC72,IMISC72,item-inventory,2,2
icon:IMISC73,IMISC73,item-inventory,1,1
icon:IMISC74,IMISC74,item-inventory,1,1
icon:IMISC75,IMISC75,item-inventory,1,1
icon:IMISC76,IMISC76,item-inventory,1,1
icon:IMISC79,IMISC79,item-inventory,1,1
icon:IMISC7C,IMISC7C,item-inventory,2,2
icon:IMISC7D,IMISC7D,item-inventory,1,1
icon:IMISC7E,IMISC7E,item-inventory,3,3
icon:IMISC7F,IMISC7F,item-inventory,1,1
icon:IMISC7G,IMISC7G,item-inventory,1,1
icon:IMISC7H,IMISC7H,item-inventory,2,2
icon:IMISC7K,IMISC7K,item-inventory,1,1
icon:IMISC7L,IMISC7L,item-inventory,1,1
icon:IMISC7M,IMISC7M,item-inventory,2,2
icon:IMISC7O,IMISC7O,item-inventory,1,1
icon:IMISC7P,IMISC7P,item-inventory,2,2
icon:IMISC7Q,IMISC7Q,item-inventory,1,1
icon:IMISC7R,IMISC7R,item-inventory,1,1
icon:IMISC7S,IMISC7S,item-inventory,1,1
icon:IMISC7T,IMISC7T,item-inventory,1,1
icon:IMISC7U,IMISC7U,item-inventory,1,1
icon:IMISC7V,IMISC7V,item-inventory,1,1
icon:IMISC7X,IMISC7X,item-inventory,1,1
icon:IMISC7Y,IMISC7Y,item-inventory,2,2
icon:IMISC7Z,IMISC7Z,item-inventory,2,2
icon:IMISC80,IMISC80,item-inventory,4,4
icon:IMISC83,IMISC83,item-inventory,2,2
icon:IMISC84,IMISC84,item-inventory,1,1
icon:IMISC85,IMISC85,item-inventory,2,2
icon:IMISC86,IMISC86,item-inventory,1,1
icon:IMISC87,IMISC87,item-inventory,1,1
icon:IMISC88,IMISC88,item-inventory,1,1
icon:IMISC8A,IMISC8A,item-inventory,13,13
icon:IMISC8B,IMISC8B,item-inventory,1,1
icon:IMISC8C,IMISC8C,item-inventory,5,5
icon:IMISC8D,IMISC8D,item-inventory,1,1
icon:IMISC8E,IMISC8E,item-inventory,1,1
icon:IMISC8F,IMISC8F,item-inventory,2,2
icon:IMISC8G,IMISC8G,item-inventory,2,2
icon:IMISC8H,IMISC8H,item-inventory,3,3
icon:IMISC8I,IMISC8I,item-inventory,1,1
icon:IMISC8J,IMISC8J,item-inventory,1,1
icon:IMISC8K,IMISC8K,item-inventory,1,1
icon:IMISC8L,IMISC8L,item-inventory,1,1
icon:IMISC8M,IMISC8M,item-inventory,1,1
icon:IMISC8N,IMISC8N,item-inventory,4,4
icon:IMISC8O,IMISC8O,item-inventory,2,2
icon:IMISC8P,IMISC8P,item-inventory,2,2
icon:IMISC8Q,IMISC8Q,item-inventory,1,1
icon:IMISC8R,IMISC8R,item-inventory,1,1
icon:IMISC8S,IMISC8S,item-inventory,1,1
icon:IMISC8U,IMISC8U,item-inventory,1,1
icon:IMISC8V,IMISC8V,item-inventory,1,1
icon:IMISC8Z,IMISC8Z,item-inventory,1,1
icon:IMISC91,IMISC91,item-inventory,1,1
icon:IMISC92,IMISC92,item-inventory,1,1
icon:IMISC93,IMISC93,item-inventory,6,6
icon:IMISC94,IMISC94,item-inventory,1,1
icon:IMISC95,IMISC95,item-inventory,1,1
icon:IMISC96,IMISC96,item-inventory,3,3
icon:IMISC97,IMISC97,item-inventory,4,4
icon:IMISC98,IMISC98,item-inventory,1,1
icon:IMISC9A,IMISC9A,item-inventory,1,1
icon:IMISC9B,IMISC9B,item-inventory,1,1
icon:IMISC9C,IMISC9C,item-inventory,2,2
icon:IMISC9D,IMISC9D,item-inventory,1,1
icon:IMISC9E,IMISC9E,item-inventory,1,1
icon:IMISC9F,IMISC9F,item-inventory,1,1
icon:IMISC9G,IMISC9G,item-inventory,1,1
icon:IMISC9H,IMISC9H,item-inventory,1,1
icon:IMISC9I,IMISC9I,item-inventory,1,1
icon:IMISC9J,IMISC9J,item-inventory,1,1
icon:IMISC9K,IMISC9K,item-inventory,1,1
icon:IMISC9L,IMISC9L,item-inventory,5,5
icon:IMISC9M,IMISC9M,item-inventory,1,1
icon:IMISC9S,IMISC9S,item-inventory,1,1
icon:IMISC9T,IMISC9T,item-inventory,5,5
icon:IMISC9Z,IMISC9Z,item-inventory,1,1
icon:IMISCA8,IMISCA8,item-inventory,3,3
icon:IMISCA9,IMISCA9,item-inventory,2,2
icon:IMISCAA,IMISCAA,item-inventory,1,1
icon:IMISCAB,IMISCAB,item-inventory,2,2
icon:IMISCAC,IMISCAC,item-inventory,1,1
icon:IMISCAD,IMISCAD,item-inventory,1,1
icon:IMISCAE,IMISCAE,item-inventory,2,2
icon:IMISCAF,IMISCAF,item-inventory,1,1
icon:IMISCAG,IMISCAG,item-inventory,1,1
icon:IMISCAH,IMISCAH,item-inventory,1,1
icon:IMISCAL,IMISCAL,item-inventory,1,1
icon:IMISCAN,IMISCAN,item-inventory,1,1
icon:IMISCAO,IMISCAO,item-inventory,1,1
icon:IMISCAP,IMISCAP,item-inventory,1,1
icon:IMISCAQ,IMISCAQ,item-inventory,1,1
icon:IMISCAR,IMISCAR,item-inventory,1,1
icon:IMISCAV,IMISCAV,item-inventory,1,1
icon:IMISCAW,IMISCAW,item-inventory,1,1
icon:IMISCAY,IMISCAY,item-inventory,1,1
icon:IMISCB1,IMISCB1,item-inventory,1,1
icon:IMISCB2,IMISCB2,item-inventory,1,1
icon:IMISCB3,IMISCB3,item-inventory,1,1
icon:IMISCB4,IMISCB4,item-inventory,2,2
icon:IMISCB5,IMISCB5,item-inventory,2,2
icon:IMISCB6,IMISCB6,item-inventory,1,1
icon:IMISCB7,IMISCB7,item-inventory,1,1
icon:IMISCB8,IMISCB8,item-inventory,1,1
icon:IMISCB9,IMISCB9,item-inventory,1,1
icon:IMISCBC,IMISCBC,item-inventory,1,1
icon:IMISCBD,IMISCBD,item-inventory,1,1
icon:IMISCBE,IMISCBE,item-inventory,2,2
icon:IMISCBG,IMISCBG,item-inventory,2,2
icon:IMISCBH,IMISCBH,item-inventory,1,1
icon:IMISCBI,IMISCBI,item-inventory,2,2
icon:IMISCBJ,IMISCBJ,item-inventory,1,1
icon:IMISCBK,IMISCBK,item-inventory,1,1
icon:IMISCBL,IMISCBL,item-inventory,1,1
icon:IMISCBM,IMISCBM,item-inventory,1,1
icon:IMISCBN,IMISCBN,item-inventory,1,1
icon:IMISCBO,IMISCBO,item-inventory,1,1
icon:IMISCBP,IMISCBP,item-inventory,5,5
icon:IMISCBR,IMISCBR,item-inventory,1,1
icon:IMISCBS,IMISCBS,item-inventory,1,1
icon:IMISCCB,IMISCCB,item-inventory,1,1
icon:IMORSWOR,IMORSWOR,item-inventory,2,2
icon:INPARM01,INPARM01,item-inventory,1,1
icon:INPARM02,INPARM02,item-inventory,1,1
icon:INPBOW,INPBOW,item-inventory,1,1
icon:INPCHAN,INPCHAN,item-inventory,1,1
icon:INPCLCK,INPCLCK,item-inventory,1,1
icon:INPMISC1,INPMISC1,item-inventory,1,1
icon:INPPLAT,INPPLAT,item-inventory,1,1
icon:INPRING,INPRING,item-inventory,1,1
icon:INPSHLD,INPSHLD,item-inventory,1,1
icon:INPSTAF,INPSTAF,item-inventory,3,3
icon:INSW1H01,INSW1H01,item-inventory,1,1
icon:INSW1H02,INSW1H02,item-inventory,1,1
