owner_format,owner_resref,role,icon_resref
ITM,SCRL1K,item-ground,GSCRL01
ITM,SCRL1L,item-ground,GSCRL01
ITM,SCRL1M,item-ground,GSCRL01
ITM,SCRL1N,item-ground,GSCRL01
ITM,SCRL1O,item-ground,GSCRL01
ITM,SCRL1P,item-ground,GSCRL01
ITM,SCRL1Q,item-ground,GSCRL01
ITM,SCRL1R,item-ground,GSCRL01
ITM,SCRL1S,item-ground,GSCRL01
ITM,SCRL1T,item-ground,GSCRL01
ITM,SCRL1U,item-ground,GSCRL01
ITM,SCRL1V,item-ground,GSCRL01
ITM,SCRL1W,item-ground,GSCRL01
ITM,SCRL1X,item-ground,GSCRL01
ITM,SCRL1Y,item-ground,GSCRL01
ITM,SCRL1Z,item-ground,GSCRL01
ITM,SCRL2A,item-ground,GSCRL01
ITM,SCRL2B,item-ground,GSCRL01
ITM,SCRL2D,item-ground,GSCRL01
ITM,SCRL2E,item-ground,GSCRL01
ITM,SCRL2F,item-ground,GSCRL01
ITM,SCRL2G,item-ground,GSCRL01
ITM,SCRL2H,item-ground,GSCRL01
ITM,SCRL2I,item-ground,GSCRL01
ITM,SCRL2J,item-ground,GSCRL01
ITM,SCRL2K,item-ground,GSCRL01
ITM,SCRL2L,item-ground,GSCRL01
ITM,SCRL2M,item-ground,GSCRL01
ITM,SCRL2N,item-ground,GSCRL01
ITM,SCRL2O,item-ground,GSCRL01
ITM,SCRL2P,item-ground,GSCRL01
ITM,SCRL2Q,item-ground,GSCRL01
ITM,SCRL2R,item-ground,GSCRL01
ITM,SCRL2S,item-ground,GSCRL01
ITM,SCRL2T,item-ground,GSCRL01
ITM,SCRL2U,item-ground,GSCRL01
ITM,SCRL2V,item-ground,GSCRL01
ITM,SCRL2W,item-ground,GSCRL01
ITM,SCRL2X,item-ground,GSCRL01
ITM,SCRL2Y,item-ground,GSCRL01
ITM,SCRL2Z,item-ground,GSCRL01
ITM,SCRL3A,item-ground,GSCRL01
ITM,SCRL3B,item-ground,GSCRL01
ITM,SCRL3C,item-ground,GSCRL01
ITM,SCRL3D,item-ground,GSCRL01
ITM,SCRL3E,item-ground,GSCRL01
ITM,SCRL3G,item-ground,GSCRL01
ITM,SCRL3H,item-ground,GSCRL01
ITM,SCRL3I,item-ground,GSCRL01
ITM,SCRL3Z,item-ground,GSCRL01
ITM,SCRL56,item-ground,GSCRL01
ITM,SCRL58,item-ground,GSCRL01
ITM,SCRL59,item-ground,GSCRL01
ITM,SCRL5A,item-ground,GSCRL01
ITM,SCRL5B,item-ground,GSCRL01
ITM,SCRL5C,item-ground,GSCRL01
ITM,SCRL5D,item-ground,GSCRL01
ITM,SCRL5E,item-ground,GSCRL01
ITM,SCRL5F,item-ground,GSCRL01
ITM,SCRL5G,item-ground,GSCRL01
ITM,SCRL5H,item-ground,GSCRL01
ITM,SCRL5I,item-ground,GSCRL01
ITM,SCRL5J,item-ground,GSCRL01
ITM,SCRL5K,item-ground,GSCRL01
ITM,SCRL5L,item-ground,GSCRL01
ITM,SCRL5M,item-ground,GSCRL01
ITM,SCRL5N,item-ground,GSCRL01
ITM,SCRL5O,item-ground,GSCRL01
ITM,SCRL5P,item-ground,GSCRL01
ITM,SCRL5Q,item-ground,GSCRL01
ITM,SCRL5S,item-ground,GSCRL01
ITM,SCRL5T,item-ground,GSCRL01
ITM,SCRL5U,item-ground,GSCRL01
ITM,SCRL5W,item-ground,GSCRL01
ITM,SCRL5X,item-ground,GSCRL01
ITM,SCRL5Y,item-ground,GSCRL01
ITM,SCRL5Z,item-ground,GSCRL01
ITM,SCRL61,item-ground,GSCRL01
ITM,SCRL62,item-ground,GSCRL01
ITM,SCRL63,item-ground,GSCRL01
ITM,SCRL66,item-ground,GSCRL01
ITM,SCRL67,item-ground,GSCRL01
ITM,SCRL68,item-ground,GSCRL01
ITM,SCRL69,item-ground,GSCRL01
ITM,SCRL6A,item-ground,GSCRL01
ITM,SCRL6D,item-ground,GSCRL01
ITM,SCRL6E,item-ground,GSCRL01
ITM,SCRL6F,item-ground,GSCRL01
ITM,SCRL6G,item-ground,GSCRL01
ITM,SCRL6H,item-ground,GSCRL01
ITM,SCRL6I,item-ground,GSCRL01
ITM,SCRL6J,item-ground,GSCRL01
ITM,SCRL6K,item-ground,GSCRL01
ITM,SCRL6L,item-ground,GSCRL01
ITM,SCRL6M,item-ground,GSCRL01
ITM,SCRL6N,item-ground,GSCRL01
ITM,SCRL6O,item-ground,GSCRL01
ITM,SCRL6P,item-ground,GSCRL01
ITM,SCRL6Q,item-ground,GSCRL01
ITM,SCRL6R,item-ground,GSCRL01
ITM,SCRL6S,item-ground,GSCRL01
ITM,SCRL6T,item-ground,GSCRL01
ITM,SCRL6U,item-ground,GSCRL01
ITM,SCRL6V,item-ground,GSCRL01
ITM,SCRL6W,item-ground,GSCRL01
ITM,SCRL6X,item-ground,GSCRL01
ITM,SCRL6Y,item-ground,GSCRL01
ITM,SCRL6Z,item-ground,GSCRL01
ITM,SCRL70,item-ground,GSCRL01
ITM,SCRL71,item-ground,GSCRL01
ITM,SCRL72,item-ground,GSCRL01
ITM,SCRL73,item-ground,GSCRL01
ITM,SCRL75,item-ground,GSCRL01
ITM,SCRL76,item-ground,GSCRL01
ITM,SCRL77,item-ground,GSCRL01
ITM,SCRL78,item-ground,GSCRL01
ITM,SCRL79,item-ground,GSCRL01
ITM,SCRL7B,item-ground,GSCRL01
ITM,SCRL7C,item-ground,GSCRL01
ITM,SCRL7D,item-ground,GSCRL01
ITM,SCRL7E,item-ground,GSCRL01
ITM,SCRL7F,item-ground,GSCRL01
ITM,SCRL7G,item-ground,GSCRL01
ITM,SCRL7H,item-ground,GSCRL01
ITM,SCRL7I,item-ground,GSCRL01
ITM,SCRL7J,item-ground,GSCRL01
ITM,SCRL7K,item-ground,GSCRL01
ITM,SCRL7L,item-ground,GSCRL01
ITM,SCRL7M,item-ground,GSCRL01
ITM,SCRL7O,item-ground,GSCRL01
ITM,SCRL7P,item-ground,GSCRL01
ITM,SCRL7Q,item-ground,GSCRL01
ITM,SCRL7R,item-ground,GSCRL01
ITM,SCRL7S,item-ground,GSCRL01
ITM,SCRL7T,item-ground,GSCRL01
ITM,SCRL7U,item-ground,GSCRL01
ITM,SCRL7V,item-ground,GSCRL01
ITM,SCRL7W,item-ground,GSCRL01
ITM,SCRL7X,item-ground,GSCRL01
ITM,SCRL7Y,item-ground,GSCRL01
ITM,SCRL7Z,item-ground,GSCRL01
ITM,SCRL80,item-ground,GSCRL01
ITM,SCRL81,item-ground,GSCRL01
ITM,SCRL82,item-ground,GSCRL01
ITM,SCRL83,item-ground,GSCRL01
ITM,SCRL84,item-ground,GSCRL01
ITM,SCRL85,item-ground,GSCRL01
ITM,SCRL86,item-ground,GSCRL01
ITM,SCRL87,item-ground,GSCRL01
ITM,SCRL89,item-ground,GSCRL01
ITM,SCRL8A,item-ground,GSCRL01
ITM,SCRL8B,item-ground,GSCRL01
ITM,SCRL8C,item-ground,GSCRL01
ITM,SCRL8D,item-ground,GSCRL01
ITM,SCRL8E,item-ground,GSCRL01
ITM,SCRL8F,item-ground,GSCRL01
ITM,SCRL8G,item-ground,GSCRL01
ITM,SCRL8H,item-ground,GSCRL01
ITM,SCRL8I,item-ground,GSCRL01
ITM,SCRL8J,item-ground,GSCRL01
ITM,SCRL8L,item-ground,GSCRL01
ITM,SCRL8M,item-ground,GSCRL01
ITM,SCRL8N,item-ground,GSCRL01
ITM,SCRL8O,item-ground,GSCRL01
ITM,SCRL8P,item-ground,GSCRL01
ITM,SCRL8Q,item-ground,GSCRL01
ITM,SCRL8R,item-ground,GSCRL01
ITM,SCRL8S,item-ground,GSCRL01
ITM,SCRL8T,item-ground,GSCRL01
ITM,SCRL8U,item-ground,GSCRL01
ITM,SCRL8V,item-ground,GSCRL01
ITM,SCRL8W,item-ground,GSCRL01
ITM,SCRL8X,item-ground,GSCRL01
ITM,SCRL8Y,item-ground,GSCRL01
ITM,SCRL8Z,item-ground,GSCRL01
ITM,SCRL90,item-ground,GSCRL01
ITM,SCRL91,item-ground,GSCRL01
ITM,SCRL92,item-ground,GSCRL01
ITM,SCRL93,item-ground,GSCRL01
ITM,SCRL94,item-ground,GSCRL01
ITM,SCRL95,item-ground,GSCRL01
ITM,SCRL96,item-ground,GSCRL01
ITM,SCRL97,item-ground,GSCRL01
ITM,SCRL98,item-ground,GSCRL01
ITM,SCRL99,item-ground,GSCRL01
ITM,SCRL9A,item-ground,GSCRL01
ITM,SCRL9B,item-ground,GSCRL01
ITM,SCRL9C,item-ground,GSCRL01
ITM,SCRL9D,item-ground,GSCRL01
ITM,SCRL9E,item-ground,GSCRL01
ITM,SCRL9F,item-ground,GSCRL01
ITM,SCRL9G,item-ground,GSCRL01
ITM,SCRL9H,item-ground,GSCRL01
ITM,SCRL9J,item-ground,GSCRL01
ITM,SCRL9L,item-ground,GSCRL01
ITM,SCRL9M,item-ground,GSCRL01
ITM,SCRL9N,item-ground,GSCRL01
ITM,SCRL9P,item-ground,GSCRL01
ITM,SCRL9Q,item-ground,GSCRL01
ITM,SCRL9R,item-ground,GSCRL01
ITM,SCRL9S,item-ground,GSCRL01
ITM,SCRL9T,item-ground,GSCRL01
ITM,SCRL9U,item-ground,GSCRL01
ITM,SCRL9V,item-ground,GSCRL01
ITM,SCRL9W,item-ground,GSCRL01
ITM,SCRL9X,item-ground,GSCRL01
ITM,SCRL9Y,item-ground,GSCRL01
ITM,SCRL9Z,item-ground,GSCRL01
ITM,SCRLA1,item-ground,GSCRL01
ITM,SCRLA2,item-ground,GSCRL01
ITM,SCRLA3,item-ground,GSCRL01
ITM,SCRLA4,item-ground,GSCRL01
ITM,SCRLA5,item-ground,GSCRL01
ITM,SCRLA6,item-ground,GSCRL01
ITM,SCRLA7,item-ground,GSCRL01
ITM,SCRLA8,item-ground,GSCRL01
ITM,SCRLA9,item-ground,GSCRL01
ITM,SCRLAA,item-ground,GSCRL01
ITM,SCRLAB,item-ground,GSCRL01
ITM,SCRLAC,item-ground,GSCRL01
ITM,SCRLAD,item-ground,GSCRL01
ITM,SCRLADJ,item-ground,GSCRL01
ITM,SCRLAE,item-ground,GSCRL01
ITM,SCRLAF,item-ground,GSCRL01
ITM,SCRLAG,item-ground,GSCRL01
ITM,SCRLAI,item-ground,GSCRL01
ITM,SCRLAJ,item-ground,GSCRL01
ITM,SCRLAK,item-ground,GSCRL01
ITM,SCRLAL,item-ground,GSCRL01
ITM,SCRLAM,item-ground,GSCRL01
ITM,SCRLAN,item-ground,GSCRL01
ITM,SCRLAO,item-ground,GSCRL01
ITM,SCRLAP,item-ground,GSCRL01
ITM,SCRLAQ,item-ground,GSCRL01
ITM,SCRLAR,item-ground,GSCRL01
ITM,SCRLAUTO,item-ground,GSCRL01
ITM,SCRLB1,item-ground,GSCRL01
ITM,SCRLB2,item-ground,GSCRL01
ITM,SCRLB4,item-ground,GSCRL01
ITM,SCRLDRA,item-ground,GSCRL01
ITM,SCRLHP,item-ground,GSCRL01
ITM,SCRLICK,item-ground,GSCRL01
ITM,SCRLJALA,item-ground,GSCRL01
ITM,SCRLKAR,item-ground,GSCRL01
ITM,SCRLMZ,item-ground,GSCRL01
ITM,SCRLNEI,item-ground,GSCRL01
ITM,SCRLPET,item-ground,GSCRL01
ITM,SCRLSD,item-ground,GSCRL01
ITM,SCRLTAR,item-ground,GSCRL01
ITM,SCRLVAIL,item-ground,GSCRL01
ITM,SCRLZHA,item-ground,GSCRL01
ITM,SCRLZY,item-ground,GSCRL01
ITM,SCRLZZ,item-ground,GSCRL01
ITM,TOME02A,item-ground,GSCRL01
ITM,TOME03A,item-ground,GSCRL01
ITM,TOME04A,item-ground,GSCRL01
ITM,TTSCRL01,item-ground,GSCRL01
ITM,TTSCRL02,item-ground,GSCRL01
ITM,WISHSCRL,item-ground,GSCRL01
ITM,DSHLD01,item-ground,GSHLD01
ITM,ISHLD02,item-ground,GSHLD01
ITM,MISC57,item-ground,GSHLD01
ITM,SHLD01A,item-ground,GSHLD01
ITM,SHLD02A,item-ground,GSHLD01
ITM,SHLD11A,item-ground,GSHLD01
ITM,SHLD12A,item-ground,GSHLD01
ITM,SHLD24A,item-ground,GSHLD01
ITM,SHLD25,item-ground,GSHLD01
ITM,SHLD28A,item-ground,GSHLD01
ITM,SHLD99,item-ground,GSHLD01
ITM,ISHLD03,item-ground,GSHLD03
ITM,SHLD03A,item-ground,GSHLD03
ITM,SHLD04A,item-ground,GSHLD03
ITM,SHLD13A,item-ground,GSHLD03
ITM,SHLD14A,item-ground,GSHLD03
ITM,SHLD26A,item-ground,GSHLD03
ITM,SHLD27,item-ground,GSHLD03
ITM,SHLD29A,item-ground,GSHLD03
ITM,TTSHLD01,item-ground,GSHLD03
ITM,SHLD05A,item-ground,GSHLD05
ITM,SHLD06A,item-ground,GSHLD05
ITM,SHLD07A,item-ground,GSHLD05
ITM,SHLD15A,item-ground,GSHLD05
ITM,SHLD16A,item-ground,GSHLD05
ITM,SHLD18,item-ground,GSHLD05
ITM,SHLD19A,item-ground,GSHLD05
ITM,SHLD23A,item-ground,GSHLD05
ITM,SHLD30A,item-ground,GSHLD05
ITM,SHLD31A,item-ground,GSHLD05
ITM,BDSHLD01,item-ground,GSHLD08
ITM,SHLD08A,item-ground,GSHLD08
ITM,SHLD09A,item-ground,GSHLD08
ITM,SHLD10A,item-ground,GSHLD08
ITM,SHLD17A,item-ground,GSHLD08
ITM,SHLD20,item-ground,GSHLD08
ITM,SKELSHLD,item-ground,GSHLD08
ITM,OHNSLNG1,item-ground,GSLNG01
ITM,OHRSLNG1,item-ground,GSLNG01
ITM,SLNG01,item-ground,GSLNG01
ITM,SLNG02,item-ground,GSLNG01
ITM,SLNG03,item-ground,GSLNG01
ITM,SLNG04,item-ground,GSLNG01
ITM,SLNG05,item-ground,GSLNG01
ITM,SLNG06,item-ground,GSLNG01
ITM,SLNG07,item-ground,GSLNG01
ITM,SLNG08,item-ground,GSLNG01
ITM,SLNG09,item-ground,GSLNG01
ITM,SLNG10,item-ground,GSLNG01
ITM,WASLING,item-ground,GSLNG01
ITM,DWSPER01,item-ground,GSPER01
ITM,HGSALF,item-ground,GSPER01
ITM,KUOSPER,item-ground,GSPER01
ITM,OHBREW02,item-ground,GSPER01
ITM,PLYSALA,item-ground,GSPER01
ITM,RODSPEAR,item-ground,GSPER01
ITM,SAHSPEAR,item-ground,GSPER01
ITM,SALACOLD,item-ground,GSPER01
ITM,SALASPER,item-ground,GSPER01
ITM,SALGRFIR,item-ground,GSPER01
ITM,SALGRICE,item-ground,GSPER01
ITM,SPER01,item-ground,GSPER01
ITM,SPER02,item-ground,GSPER01
ITM,SPER03,item-ground,GSPER01
ITM,SPER04,item-ground,GSPER01
ITM,SPER05,item-ground,GSPER01
ITM,SPER06,item-ground,GSPER01
ITM,SPER07,item-ground,GSPER01
ITM,SPER08,item-ground,GSPER01
ITM,SPER09,item-ground,GSPER01
ITM,SPER10,item-ground,GSPER01
ITM,SPER11,item-ground,GSPER01
ITM,SPER12,item-ground,GSPER01
ITM,SPERMEL,item-ground,GSPER01
ITM,TASLOIIL,item-ground,GSPER01
ITM,WASPEAR,item-ground,GSPER01
ITM,SHLD01,item-ground,GSSHLD
ITM,SHLD02,item-ground,GSSHLD
ITM,SHLD11,item-ground,GSSHLD
ITM,SHLD12,item-ground,GSSHLD
ITM,SHLD26,item-ground,GSSHLD
ITM,SHLD28,item-ground,GSSHLD
ITM,AURSTAF,item-ground,GSTAF01
ITM,ENSTAFF,item-ground,GSTAF01
ITM,HGNYA01,item-ground,GSTAF01
ITM,HGWRA01,item-ground,GSTAF01
ITM,MISC5T,item-ground,GSTAF01
ITM,MISC9O,item-ground,GSTAF01
ITM,NPSTAF,item-ground,GSTAF01
ITM,OHBDEVA1,item-ground,GSTAF01
ITM,OHBSTAF1,item-ground,GSTAF01
ITM,PLOT02A,item-ground,GSTAF01
ITM,PLOT02B,item-ground,GSTAF01
ITM,PLOT03A,item-ground,GSTAF01
ITM,PLOT03B,item-ground,GSTAF01
ITM,PLOT03C,item-ground,GSTAF01
ITM,PLOT03D,item-ground,GSTAF01
ITM,RODS04,item-ground,GSTAF01
ITM,RODS05,item-ground,GSTAF01
ITM,SAHSTAFF,item-ground,GSTAF01
ITM,STAF01,item-ground,GSTAF01
ITM,STAF02,item-ground,GSTAF01
ITM,STAF03,item-ground,GSTAF01
ITM,STAF04,item-ground,GSTAF01
ITM,STAF05,item-ground,GSTAF01
ITM,STAF06,item-ground,GSTAF01
ITM,STAF07,item-ground,GSTAF01
ITM,STAF08,item-ground,GSTAF01
ITM,STAF09,item-ground,GSTAF01
ITM,STAF10,item-ground,GSTAF01
ITM,STAF12,item-ground,GSTAF01
ITM,STAF13,item-ground,GSTAF01
ITM,STAF14,item-ground,GSTAF01
ITM,STAF15,item-ground,GSTAF01
ITM,STAF16,item-ground,GSTAF01
ITM,STAF17,item-ground,GSTAF01
ITM,STAF18,item-ground,GSTAF01
ITM,STAF19,item-ground,GSTAF01
ITM,STAF20,item-ground,GSTAF01
ITM,STAF23,item-ground,GSTAF01
ITM,STAF24,item-ground,GSTAF01
ITM,STAFN1,item-ground,GSTAF01
ITM,WASTAFF,item-ground,GSTAF01
ITM,BDSW1H06,item-ground,GSW1H01
ITM,BLAKBLAD,item-ground,GSW1H01
ITM,BONEDAG,item-ground,GSW1H01
ITM,COMPS01,item-ground,GSW1H01
ITM,COMPS02,item-ground,GSW1H01
ITM,COMPS03,item-ground,GSW1H01
ITM,COMPS18,item-ground,GSW1H01
ITM,COMPS34,item-ground,GSW1H01
ITM,COMPS37,item-ground,GSW1H01
ITM,COMPS38,item-ground,GSW1H01
ITM,COMPS39,item-ground,GSW1H01
ITM,COMPS42,item-ground,GSW1H01
ITM,COMPS62,item-ground,GSW1H01
ITM,COMPS63,item-ground,GSW1H01
ITM,COMPS64,item-ground,GSW1H01
ITM,COMPS65,item-ground,GSW1H01
ITM,COMPS72,item-ground,GSW1H01
ITM,DWSW1H01,item-ground,GSW1H01
ITM,DWSW1H02,item-ground,GSW1H01
ITM,ENSW1H01,item-ground,GSW1H01
ITM,FBLADE,item-ground,GSW1H01
ITM,KILLSW01,item-ground,GSW1H01
ITM,MARILI,item-ground,GSW1H01
ITM,MISC4Q,item-ground,GSW1H01
ITM,MISC9Q,item-ground,GSW1H01
ITM,MISCB3,item-ground,GSW1H01
ITM,MISCBC,item-ground,GSW1H01
ITM,MORSWORD,item-ground,GSW1H01
ITM,NPSW02,item-ground,GSW1H01
ITM,NPSW03,item-ground,GSW1H01
ITM,NPSW04,item-ground,GSW1H01
ITM,OHBDORMA,item-ground,GSW1H01
ITM,OHBNAJIM,item-ground,GSW1H01
ITM,OHDHSWD,item-ground,GSW1H01
ITM,OHDSW03,item-ground,GSW1H01
ITM,OHHSCIM,item-ground,GSW1H01
ITM,OHRSW1H1,item-ground,GSW1H01
ITM,OHSW1H53,item-ground,GSW1H01
ITM,OHSW1H54,item-ground,GSW1H01
ITM,OHSW1H55,item-ground,GSW1H01
ITM,PHANBLAD,item-ground,GSW1H01
ITM,RODSWORD,item-ground,GSW1H01
ITM,SBLADE,item-ground,GSW1H01
ITM,SHARSWD,item-ground,GSW1H01
ITM,SW1H01,item-ground,GSW1H01
ITM,SW1H02,item-ground,GSW1H01
ITM,SW1H03,item-ground,GSW1H01
ITM,SW1H04,item-ground,GSW1H01
ITM,SW1H05,item-ground,GSW1H01
ITM,SW1H06,item-ground,GSW1H01
ITM,SW1H11,item-ground,GSW1H01
ITM,SW1H12,item-ground,GSW1H01
ITM,SW1H13,item-ground,GSW1H01
ITM,SW1H15,item-ground,GSW1H01
ITM,SW1H16,item-ground,GSW1H01
ITM,SW1H18,item-ground,GSW1H01
ITM,SW1H19,item-ground,GSW1H01
ITM,SW1H20,item-ground,GSW1H01
ITM,SW1H22,item-ground,GSW1H01
ITM,SW1H23,item-ground,GSW1H01
ITM,SW1H24,item-ground,GSW1H01
ITM,SW1H30,item-ground,GSW1H01
ITM,SW1H31,item-ground,GSW1H01
ITM,SW1H32,item-ground,GSW1H01
ITM,SW1H33,item-ground,GSW1H01
ITM,SW1H33A,item-ground,GSW1H01
ITM,SW1H33C,item-ground,GSW1H01
ITM,SW1H34,item-ground,GSW1H01
ITM,SW1H35,item-ground,GSW1H01
ITM,SW1H36,item-ground,GSW1H01
ITM,SW1H37,item-ground,GSW1H01
ITM,SW1H38,item-ground,GSW1H01
ITM,SW1H39,item-ground,GSW1H01
ITM,SW1H40,item-ground,GSW1H01
ITM,SW1H41,item-ground,GSW1H01
ITM,SW1H42,item-ground,GSW1H01
ITM,SW1H43,item-ground,GSW1H01
ITM,SW1H44,item-ground,GSW1H01
ITM,SW1H45,item-ground,GSW1H01
ITM,SW1H48,item-ground,GSW1H01
ITM,SW1H49,item-ground,GSW1H01
ITM,SW1H50,item-ground,GSW1H01
ITM,SW1H51,item-ground,GSW1H01
ITM,SW1H52,item-ground,GSW1H01
ITM,SW1H53,item-ground,GSW1H01
ITM,SW1H54,item-ground,GSW1H01
ITM,SW1H55,item-ground,GSW1H01
ITM,SW1H56,item-ground,GSW1H01
ITM,SW1H60,item-ground,GSW1H01
ITM,SW1H61,item-ground,GSW1H01
ITM,SW1H62,item-ground,GSW1H01
ITM,SW1H63,item-ground,GSW1H01
ITM,SW1H64,item-ground,GSW1H01
ITM,SW1H65,item-ground,GSW1H01
ITM,SW1H67,item-ground,GSW1H01
ITM,SW1H68,item-ground,GSW1H01
ITM,SW1H68A,item-ground,GSW1H01
ITM,SW1H68C,item-ground,GSW1H01
ITM,SW1H69,item-ground,GSW1H01
ITM,SW1H69C,item-ground,GSW1H01
ITM,SW1H70,item-ground,GSW1H01
ITM,SW1H71,item-ground,GSW1H01
ITM,SW1H72,item-ground,GSW1H01
ITM,SW1H73,item-ground,GSW1H01
ITM,SW1H75,item-ground,GSW1H01
ITM,SW1H76,item-ground,GSW1H01
ITM,SW1H77,item-ground,GSW1H01
ITM,SW1H99,item-ground,GSW1H01
ITM,SW1HWK,item-ground,GSW1H01
ITM,SWUDROP,item-ground,GSW1H01
ITM,TELSWD,item-ground,GSW1H01
ITM,TTSWORD1,item-ground,GSW1H01
ITM,WA2DAK,item-ground,GSW1H01
ITM,WA2S1H,item-ground,GSW1H01
ITM,WANINJA,item-ground,GSW1H01
ITM,ARROPHEO,item-ground,GSW1H07
ITM,BOWPHEO,item-ground,GSW1H07
ITM,CHALCY1,item-ground,GSW1H07
ITM,CHALCY2,item-ground,GSW1H07
ITM,ENSW1H02,item-ground,GSW1H07
ITM,ISW1H07,item-ground,GSW1H07
ITM,MYBOLT,item-ground,GSW1H07
ITM,NPSW01,item-ground,GSW1H07
ITM,NPSW05,item-ground,GSW1H07
ITM,NPSW06,item-ground,GSW1H07
ITM,OHBREW05,item-ground,GSW1H07
ITM,OHSW1H51,item-ground,GSW1H07
ITM,OHSW1H52,item-ground,GSW1H07
ITM,SAHZOM01,item-ground,GSW1H07
ITM,SHAKTI1,item-ground,GSW1H07
ITM,STDEATH,item-ground,GSW1H07
ITM,SW1H07,item-ground,GSW1H07
ITM,SW1H08,item-ground,GSW1H07
ITM,SW1H09,item-ground,GSW1H07
ITM,SW1H10,item-ground,GSW1H07
ITM,SW1H14,item-ground,GSW1H07
ITM,SW1H17,item-ground,GSW1H07
ITM,SW1H21,item-ground,GSW1H07
ITM,SW1H25,item-ground,GSW1H07
ITM,SW1H26,item-ground,GSW1H07
ITM,SW1H27,item-ground,GSW1H07
ITM,SW1H28,item-ground,GSW1H07
ITM,SW1H29,item-ground,GSW1H07
ITM,SW1H46,item-ground,GSW1H07
ITM,SW1H47,item-ground,GSW1H07
ITM,SW1H58,item-ground,GSW1H07
ITM,SW1H59,item-ground,GSW1H07
ITM,SW1H66,item-ground,GSW1H07
ITM,SW1H74,item-ground,GSW1H07
ITM,SW1H98,item-ground,GSW1H07
ITM,WAWAK,item-ground,GSW1H07
ITM,XVARTIL,item-ground,GSW1H07
ITM,ZOMSEA,item-ground,GSW1H07
ITM,BDSW2H01,item-ground,GSW2H01
ITM,CARSOMYR,item-ground,GSW2H01
ITM,CATTAC1,item-ground,GSW2H01
ITM,CDSW2H07,item-ground,GSW2H01
ITM,CHEVIL10,item-ground,GSW2H01
ITM,DEMOSUM4,item-ground,GSW2H01
ITM,DEVAEVIL,item-ground,GSW2H01
ITM,GIANTS01,item-ground,GSW2H01
ITM,GITH,item-ground,GSW2H01
ITM,GORCAMB,item-ground,GSW2H01
ITM,HGBER01,item-ground,GSW2H01
ITM,OHBWING,item-ground,GSW2H01
ITM,OHBWING2,item-ground,GSW2H01
ITM,OHDSW2HA,item-ground,GSW2H01
ITM,OHDSW2HB,item-ground,GSW2H01
ITM,OHDSW2HC,item-ground,GSW2H01
ITM,OHDSW2HD,item-ground,GSW2H01
ITM,OHREAVER,item-ground,GSW2H01
ITM,PLANETAR,item-ground,GSW2H01
ITM,REAVER,item-ground,GSW2H01
ITM,SKELWASU,item-ground,GSW2H01
ITM,SW2H01,item-ground,GSW2H01
ITM,SW2H01B,item-ground,GSW2H01
ITM,SW2H02,item-ground,GSW2H01
ITM,SW2H03,item-ground,GSW2H01
ITM,SW2H05,item-ground,GSW2H01
ITM,SW2H06,item-ground,GSW2H01
ITM,SW2H07,item-ground,GSW2H01
ITM,SW2H08,item-ground,GSW2H01
ITM,SW2H09,item-ground,GSW2H01
ITM,SW2H10,item-ground,GSW2H01
ITM,SW2H11,item-ground,GSW2H01
ITM,SW2H12,item-ground,GSW2H01
ITM,SW2H13,item-ground,GSW2H01
ITM,SW2H14,item-ground,GSW2H01
ITM,SW2H15,item-ground,GSW2H01
ITM,SW2H16,item-ground,GSW2H01
ITM,SW2H17,item-ground,GSW2H01
ITM,SW2H18,item-ground,GSW2H01
ITM,SW2H19,item-ground,GSW2H01
ITM,SW2H20,item-ground,GSW2H01
ITM,SW2H21,item-ground,GSW2H01
ITM,SW2H99,item-ground,GSW2H01
ITM,SW2HD1,item-ground,GSW2H01
ITM,SW2HDEAT,item-ground,GSW2H01
ITM,TTSWORD2,item-ground,GSW2H01
ITM,WAS2H,item-ground,GSW2H01
ITM,BAZPLO01,item-ground,GTREAS01
ITM,BAZPLO03,item-ground,GTREAS01
ITM,BOW19A,item-ground,GTREAS01
ITM,BOW19B,item-ground,GTREAS01
ITM,COMPON02,item-ground,GTREAS01
ITM,GLOBBLU1,item-ground,GTREAS01
ITM,GLOBBLU2,item-ground,GTREAS01
ITM,GLOBBLU3,item-ground,GTREAS01
ITM,GLOBBLU4,item-ground,GTREAS01
ITM,GLOBGRE1,item-ground,GTREAS01
ITM,GLOBGRE2,item-ground,GTREAS01
ITM,GLOBGRE3,item-ground,GTREAS01
ITM,GLOBGRE4,item-ground,GTREAS01
ITM,GLOBPUR1,item-ground,GTREAS01
ITM,GLOBPUR2,item-ground,GTREAS01
ITM,GLOBPUR3,item-ground,GTREAS01
ITM,GLOBPUR4,item-ground,GTREAS01
ITM,GLOBRED1,item-ground,GTREAS01
ITM,GLOBRED2,item-ground,GTREAS01
ITM,GLOBRED3,item-ground,GTREAS01
ITM,GLOBRED4,item-ground,GTREAS01
ITM,HALB09A,item-ground,GTREAS01
ITM,HALB09B,item-ground,GTREAS01
ITM,MISC07,item-ground,GTREAS01
ITM,MISC1J,item-ground,GTREAS01
ITM,MISC5K,item-ground,GTREAS01
ITM,MISC69,item-ground,GTREAS01
ITM,MISC6S,item-ground,GTREAS01
ITM,MISC6X,item-ground,GTREAS01
ITM,MISC7X,item-ground,GTREAS01
ITM,MISC8Q,item-ground,GTREAS01
ITM,MISC8U,item-ground,GTREAS01
ITM,MISC8V,item-ground,GTREAS01
ITM,MISC8W,item-ground,GTREAS01
